student_id,year,band,instrument,lyrical_etude_musicality_tempo_style,lyrical_etude_tone_quality,lyrical_etude_note_accuracy,lyrical_etude_rhythmic_accuracy,lyrical_etude_artistry,technical_etude_musicality_tempo_style,technical_etude_tone_quality,technical_etude_note_accuracy,technical_etude_rhythmic_accuracy,technical_etude_articulation,technical_etude_artistry,sight_reading_musicality_tempo_style,sight_reading_tone_quality,sight_reading_note_accuracy,sight_reading_rhythmic_accuracy,sight_reading_artistry,scales_chromatic,scales_g,scales_gb,scales_c,scales_f,scales_bb,scales_eb,scales_ab,scales_a,scales_b,scales_d,scales_e,scales_db,scales_tone_quality,scales_musicality_tempo_style,scales_articulation_style,scales_note_accuracy
78887,2017,symphonicband,Alto Saxophone,0.8,0.85,1.0,0.8,-1,0.8,0.85,0.7,0.9,-1,-1,0.5,0.5,0.5,0.5,-1,1.0,0.67,0.6,0.33,0.6,0.33,0.6,0.67,0.27,0.33,0.6,0.6,0.67,-1,-1,-1
78888,2017,symphonicband,Flute,0.5,0.45,0.7,0.7,-1,0.5,0.55,0.7,0.6,-1,-1,0.3,0.4,0.3,0.4,-1,0.6,0.4,0.47,0.4,0.47,0.4,0.33,0.47,0.33,0.4,0.47,0.33,0.4,-1,-1,-1
78891,2017,symphonicband,Tuba,0.2,0.5,0.6,0.6,-1,0.2,0.45,0.6,0.7,-1,-1,0.2,0.5,0.4,0.2,-1,0.47,0.4,0.4,0.4,0.4,0.47,0.47,0.47,0.27,0.33,0.0,0.33,0.4,-1,-1,-1
78893,2017,symphonicband,Bass Clarinet,0.2,0.2,0.4,0.4,-1,0.2,0.2,0.4,0.4,-1,-1,0.2,0.2,0.2,0.2,-1,0.4,0.13,0.0,0.13,0.27,0.13,0.33,0.27,0.0,0.0,0.0,0.0,0.0,-1,-1,-1
78927,2017,symphonicband,Flute,0.6,0.5,0.9,0.9,-1,0.65,0.65,0.8,0.9,-1,-1,0.5,0.6,0.4,0.4,-1,0.8,0.53,0.53,0.53,0.6,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.6,-1,-1,-1
78928,2017,symphonicband,Tuba,0.45,0.5,0.6,0.7,-1,0.2,0.45,0.5,0.6,-1,-1,0.3,0.6,0.3,0.3,-1,0.27,0.33,0.13,0.33,0.47,0.47,0.4,0.4,0.2,0.07,0.2,0.2,0.2,-1,-1,-1
78929,2017,symphonicband,Alto Saxophone,0.7,0.75,0.9,0.9,-1,0.85,0.7,0.7,0.9,-1,-1,0.6,0.7,0.4,0.4,-1,0.53,0.53,0.67,0.67,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,-1,-1,-1
78931,2017,symphonicband,Bassoon,0.65,0.6,0.6,0.9,-1,0.05,0.3,0.2,0.2,-1,-1,0.0,0.3,0.0,0.0,-1,0.73,0.67,0.27,0.67,0.53,0.53,0.6,0.47,0.0,0.2,0.0,0.6,0.53,-1,-1,-1
78933,2017,symphonicband,Trumpet,0.5,0.55,0.6,0.6,-1,0.75,0.75,0.7,0.7,-1,-1,0.2,0.4,0.4,0.3,-1,0.73,0.53,0.67,0.33,0.67,0.53,0.33,0.6,0.67,0.33,0.33,0.67,0.33,-1,-1,-1
78935,2017,symphonicband,Bb Clarinet,0.65,0.75,0.8,0.8,-1,0.4,0.6,0.5,0.5,-1,-1,0.4,0.4,0.4,0.4,-1,0.87,0.47,0.53,0.47,0.8,0.53,0.73,0.53,0.4,0.47,0.67,0.53,0.47,-1,-1,-1
78936,2017,symphonicband,Tuba,0.5,0.55,0.8,0.7,-1,0.65,0.55,0.7,0.8,-1,-1,0.7,0.7,0.8,0.6,-1,0.6,0.53,0.33,0.27,0.53,0.47,0.53,0.53,0.33,0.4,0.47,0.4,0.73,-1,-1,-1
78937,2017,symphonicband,Oboe,1.0,0.85,0.9,1.0,-1,0.9,0.85,0.7,0.9,-1,-1,0.7,0.8,0.5,0.5,-1,1.0,0.67,0.33,0.67,0.67,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.67,-1,-1,-1
78939,2017,symphonicband,English Horn,-1,-1,-1,-1,-1,0.8,0.7,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
78946,2017,symphonicband,Bassoon,0.6,0.7,0.7,0.5,-1,0.5,0.65,0.4,0.6,-1,-1,0.4,0.5,0.3,0.1,-1,1.0,0.6,0.47,0.87,0.67,1.0,0.0,0.27,0.53,0.47,0.53,0.53,0.4,-1,-1,-1
78947,2017,symphonicband,Bb Clarinet,0.5,0.5,0.9,0.8,-1,0.5,0.5,0.6,0.8,-1,-1,0.3,0.3,0.3,0.3,-1,0.8,0.6,0.33,0.47,0.4,0.53,0.67,0.53,0.4,0.53,0.47,0.73,0.27,-1,-1,-1
78951,2017,symphonicband,Flute,0.05,0.4,0.4,0.1,-1,0.05,0.35,0.3,0.1,-1,-1,0.1,0.5,0.3,0.1,-1,0.07,0.4,0.2,0.33,0.4,0.33,0.4,0.27,0.0,0.2,0.0,0.13,0.2,-1,-1,-1
78952,2017,symphonicband,Bb Clarinet,0.8,0.65,0.8,0.9,-1,0.25,0.75,0.5,0.5,-1,-1,0.3,0.3,0.3,0.3,-1,0.73,0.53,0.53,0.53,0.87,0.6,0.87,0.33,0.53,0.53,0.53,0.53,0.53,-1,-1,-1
78954,2017,symphonicband,Alto Saxophone,0.9,0.9,1.0,1.0,-1,0.9,0.85,0.8,0.9,-1,-1,0.9,1.0,1.0,1.0,-1,0.87,0.67,0.6,0.33,0.67,0.33,0.67,0.67,0.33,0.33,0.67,0.67,0.6,-1,-1,-1
78955,2017,symphonicband,Trumpet,0.5,0.65,0.5,0.5,-1,0.55,0.75,0.6,0.7,-1,-1,0.4,0.5,0.6,0.5,-1,0.73,0.6,0.67,0.27,0.67,0.6,0.33,0.53,0.67,0.27,0.33,0.67,0.33,-1,-1,-1
78961,2017,symphonicband,Euphonium,0.45,0.5,0.8,0.9,-1,0.4,0.45,0.6,0.8,-1,-1,0.3,0.6,0.5,0.4,-1,0.27,0.4,0.27,0.73,0.73,0.73,0.47,0.27,0.33,0.2,0.47,0.2,0.27,-1,-1,-1
78984,2017,symphonicband,Flute,0.6,0.5,0.7,0.7,-1,0.65,0.6,0.8,0.8,-1,-1,0.4,0.6,0.5,0.4,-1,0.8,0.53,0.47,0.67,0.47,0.47,0.53,0.53,0.4,0.67,0.47,0.53,0.47,-1,-1,-1
78993,2017,symphonicband,Alto Saxophone,0.8,0.75,0.9,0.8,-1,0.75,0.8,0.9,0.9,-1,-1,0.5,0.5,0.5,0.5,-1,0.8,0.67,0.6,0.33,0.67,0.33,0.67,0.67,0.6,0.27,0.67,0.67,0.67,-1,-1,-1
79004,2017,symphonicband,Trombone,0.1,0.25,0.2,0.1,-1,0.1,0.15,0.2,0.1,-1,-1,0.2,0.3,0.2,0.1,-1,0.2,0.13,0.2,0.33,0.2,0.13,0.07,0.07,0.07,0.13,0.13,0.07,0.27,-1,-1,-1
79008,2017,symphonicband,Oboe,0.45,0.5,0.2,0.3,-1,0.4,0.6,0.2,0.2,-1,-1,0.0,0.6,0.2,0.1,-1,0.27,0.33,0.27,0.67,0.33,0.53,0.47,0.27,0.33,0.47,0.4,0.33,0.47,-1,-1,-1
79009,2017,symphonicband,Bb Clarinet,0.1,0.1,0.2,0.2,-1,0.1,0.1,0.2,0.2,-1,-1,0.1,0.1,0.1,0.1,-1,0.07,0.07,0.07,0.2,0.87,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,-1,-1,-1
79010,2017,symphonicband,Alto Saxophone,0.65,0.6,0.9,0.8,-1,0.7,0.65,0.8,0.9,-1,-1,0.3,0.4,0.7,0.5,-1,0.67,0.6,0.6,0.33,0.6,0.33,0.67,0.6,0.47,0.33,0.53,0.53,0.67,-1,-1,-1
79011,2017,symphonicband,Trumpet,0.6,0.7,0.6,0.6,-1,0.65,0.65,0.7,0.6,-1,-1,0.3,0.5,0.4,0.4,-1,0.87,0.53,0.6,0.33,0.67,0.53,0.33,0.67,0.53,0.33,0.33,0.6,0.33,-1,-1,-1
79013,2017,symphonicband,Bb Clarinet,0.55,0.6,0.8,0.8,-1,0.6,0.5,0.7,0.7,-1,-1,0.4,0.4,0.4,0.4,-1,0.8,0.53,0.8,0.47,0.67,0.53,0.73,0.53,0.47,0.4,0.73,0.73,0.4,-1,-1,-1
79014,2017,symphonicband,Trumpet,0.45,0.5,0.4,0.4,-1,0.4,0.45,0.5,0.4,-1,-1,0.1,0.3,0.2,0.2,-1,0.6,0.53,0.47,0.33,0.6,0.47,0.27,0.6,0.33,0.33,0.27,0.33,0.27,-1,-1,-1
79015,2017,symphonicband,Trombone,0.05,0.15,0.5,0.2,-1,0.25,0.05,0.2,0.3,-1,-1,0.1,0.2,0.3,0.2,-1,0.07,0.07,0.13,0.27,0.2,0.13,0.07,0.2,0.13,0.33,0.07,0.2,0.2,-1,-1,-1
79016,2017,symphonicband,Bass Clarinet,0.25,0.25,0.5,0.5,-1,0.25,0.25,0.5,0.5,-1,-1,0.2,0.2,0.2,0.2,-1,0.6,0.13,0.13,0.13,0.13,0.4,0.13,0.13,0.13,0.13,0.13,0.13,0.13,-1,-1,-1
79017,2017,symphonicband,Trombone,0.85,0.8,0.8,0.8,-1,0.85,0.8,0.7,0.8,-1,-1,0.7,0.6,0.8,0.6,-1,0.87,0.53,0.53,0.8,0.53,0.8,0.47,0.53,0.53,0.47,0.47,0.53,0.53,-1,-1,-1
79020,2017,symphonicband,Trumpet,0.5,0.55,0.5,0.6,-1,0.5,0.55,0.5,0.6,-1,-1,0.2,0.4,0.3,0.3,-1,0.93,0.6,0.67,0.33,0.67,0.47,0.33,0.47,0.33,0.33,0.2,0.4,0.33,-1,-1,-1
79022,2017,symphonicband,Alto Saxophone,0.9,0.95,1.0,0.9,-1,0.95,0.95,1.0,1.0,-1,-1,0.9,0.9,0.8,0.8,-1,1.0,0.67,0.67,0.53,0.67,0.67,0.67,0.67,0.67,0.6,0.67,0.67,0.93,-1,-1,-1
79024,2017,symphonicband,Trombone,0.85,0.8,0.8,0.8,-1,0.85,0.8,0.8,0.9,-1,-1,0.6,0.6,0.8,0.8,-1,0.8,0.47,0.33,0.8,0.73,0.73,0.67,0.47,0.47,0.4,0.73,0.67,0.67,-1,-1,-1
79026,2017,symphonicband,Trombone,0.8,0.8,0.8,0.8,-1,0.8,0.8,0.8,0.8,-1,-1,0.5,0.6,0.4,0.3,-1,0.87,0.53,0.53,0.47,0.47,0.47,0.53,0.53,0.47,0.47,0.47,0.47,0.53,-1,-1,-1
79029,2017,symphonicband,Bb Clarinet,0.9,0.9,0.8,0.8,-1,0.7,0.75,0.8,0.8,-1,-1,0.4,0.4,0.4,0.4,-1,0.8,0.8,0.87,0.6,0.8,0.6,0.87,0.93,0.53,0.47,0.87,0.33,0.53,-1,-1,-1
79030,2017,symphonicband,Eb Clarinet,-1,-1,-1,-1,-1,0.6,0.65,0.6,0.6,-1,-1,-1,-1,-1,-1,-1,0.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79038,2017,symphonicband,Trombone,0.8,0.8,0.8,0.8,-1,0.75,0.65,0.7,0.8,-1,-1,0.5,0.6,0.6,0.6,-1,0.8,0.47,0.4,0.47,0.47,0.4,0.47,0.47,0.47,0.47,0.47,0.47,0.47,-1,-1,-1
79040,2017,symphonicband,Oboe,0.75,0.75,0.8,0.6,-1,0.9,0.85,0.7,0.7,-1,-1,0.4,0.7,0.6,0.3,-1,1.0,0.27,0.27,0.53,0.47,0.67,0.67,0.33,0.33,0.67,0.67,0.6,0.6,-1,-1,-1
79041,2017,symphonicband,Trumpet,0.45,0.5,0.4,0.5,-1,0.45,0.45,0.4,0.5,-1,-1,0.1,0.4,0.1,0.1,-1,0.53,0.2,0.2,0.33,0.27,0.2,0.33,0.27,0.13,0.2,0.27,0.13,0.33,-1,-1,-1
79048,2017,symphonicband,Trumpet,0.55,0.55,0.6,0.6,-1,0.65,0.75,0.7,0.8,-1,-1,0.3,0.5,0.3,0.4,-1,0.87,0.6,0.67,0.27,0.67,0.6,0.33,0.67,0.4,0.33,0.33,0.6,0.33,-1,-1,-1
79050,2017,symphonicband,Bass Clarinet,0.4,0.5,0.7,0.8,-1,0.5,0.5,0.6,0.6,-1,-1,0.3,0.3,0.3,0.3,-1,0.8,0.6,0.6,0.53,0.73,0.93,0.8,0.47,0.47,0.6,0.4,0.53,0.8,-1,-1,-1
79052,2017,symphonicband,Oboe,0.8,0.75,0.6,0.8,-1,0.7,0.75,0.5,0.6,-1,-1,0.2,0.3,0.2,0.2,-1,0.87,0.33,0.27,0.67,0.6,0.4,0.4,0.27,0.27,0.53,0.4,0.47,0.4,-1,-1,-1
79060,2017,symphonicband,Tuba,0.9,0.9,0.9,1.0,-1,0.85,0.9,0.9,0.9,-1,-1,0.5,0.8,0.6,0.4,-1,0.6,0.67,0.47,0.6,0.87,0.6,0.8,0.6,0.47,0.53,0.6,0.53,0.53,-1,-1,-1
79061,2017,symphonicband,Bb Clarinet,0.65,0.7,0.9,0.7,-1,0.9,0.8,0.9,0.9,-1,-1,0.5,0.5,0.5,0.5,-1,0.93,0.87,0.6,0.6,0.87,0.8,0.8,0.8,0.53,0.53,0.8,0.53,0.53,-1,-1,-1
79062,2017,symphonicband,Bb Clarinet,0.3,0.4,0.7,0.7,-1,0.15,0.15,0.3,0.3,-1,-1,0.2,0.2,0.2,0.2,-1,0.53,0.2,0.27,0.27,0.47,0.27,0.6,0.27,0.27,0.27,0.53,0.27,0.27,-1,-1,-1
79063,2017,symphonicband,Flute,0.55,0.5,0.8,0.9,-1,0.55,0.55,0.7,0.9,-1,-1,0.4,0.6,0.4,0.4,-1,0.73,0.53,0.53,0.73,0.53,0.53,0.53,0.53,0.53,0.47,0.53,0.47,0.47,-1,-1,-1
79064,2017,symphonicband,Flute,0.55,0.45,0.8,0.8,-1,0.6,0.45,0.8,0.8,-1,-1,0.5,0.6,0.6,0.6,-1,0.73,0.53,0.53,0.73,0.53,0.47,0.47,0.53,0.47,0.67,0.73,0.47,0.67,-1,-1,-1
79066,2017,symphonicband,Flute,0.6,0.65,1.0,0.9,-1,0.7,0.75,0.9,1.0,-1,-1,0.4,0.5,0.5,0.6,-1,0.73,0.53,0.53,0.87,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.87,-1,-1,-1
79068,2017,symphonicband,Bb Clarinet,0.7,0.7,0.6,0.8,-1,0.15,0.15,0.3,0.3,-1,-1,0.2,0.2,0.2,0.2,-1,0.87,0.67,0.4,0.4,0.6,0.47,0.73,0.47,0.13,0.33,0.27,0.33,0.47,-1,-1,-1
79069,2017,symphonicband,Bb Clarinet,0.35,0.7,0.8,0.8,-1,0.15,0.15,0.3,0.3,-1,-1,0.3,0.3,0.3,0.3,-1,0.8,0.67,0.33,0.47,0.67,0.53,0.73,0.47,0.4,0.47,0.2,0.47,0.47,-1,-1,-1
79073,2017,symphonicband,French Horn,0.45,0.55,0.4,0.4,-1,0.4,0.45,0.5,0.5,-1,-1,0.2,0.2,0.2,0.2,-1,0.13,0.4,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.27,0.27,0.33,-1,-1,-1
79076,2017,symphonicband,French Horn,0.75,0.8,0.7,0.7,-1,0.45,0.6,0.5,0.5,-1,-1,0.3,0.5,0.6,0.6,-1,0.0,0.53,0.33,0.53,0.53,0.53,0.53,0.53,0.4,0.47,0.4,0.27,0.53,-1,-1,-1
79080,2017,symphonicband,Alto Saxophone,0.85,0.9,0.9,0.8,-1,0.9,0.85,0.8,0.8,-1,-1,0.7,0.7,0.7,0.7,-1,0.87,0.67,0.6,0.53,0.67,0.6,0.87,0.67,0.67,0.6,0.6,0.67,0.87,-1,-1,-1
79082,2017,symphonicband,Trombone,0.1,0.1,0.3,0.5,-1,0.05,0.05,0.3,0.2,-1,-1,0.3,0.3,0.2,0.1,-1,0.2,0.13,0.13,0.07,0.2,0.13,0.07,0.33,0.13,0.07,0.07,0.2,0.2,-1,-1,-1
79084,2017,symphonicband,Trombone,0.05,0.25,0.3,0.2,-1,0.15,0.05,0.2,0.5,-1,-1,0.1,0.2,0.2,0.2,-1,0.13,0.07,0.2,0.13,0.33,0.2,0.13,0.07,0.13,0.13,0.2,0.07,0.33,-1,-1,-1
79085,2017,symphonicband,Trombone,0.05,0.25,0.3,0.2,-1,0.05,0.1,0.3,0.2,-1,-1,0.2,0.1,0.3,0.2,-1,0.13,0.2,0.2,0.13,0.33,0.07,0.2,0.13,0.2,0.13,0.13,0.07,0.07,-1,-1,-1
79094,2017,symphonicband,Bb Clarinet,0.25,0.6,0.7,0.5,-1,0.2,0.2,0.4,0.4,-1,-1,0.3,0.3,0.3,0.3,-1,0.67,0.4,0.33,0.4,0.33,0.33,0.6,0.33,0.33,0.33,0.33,0.33,0.33,-1,-1,-1
79099,2017,symphonicband,Tuba,0.1,0.3,0.6,0.5,-1,0.1,0.3,0.4,0.5,-1,-1,0.2,0.4,0.3,0.3,-1,0.2,0.27,0.27,0.2,0.13,0.33,0.2,0.2,0.2,0.13,0.27,0.2,0.13,-1,-1,-1
79102,2017,symphonicband,Alto Saxophone,0.8,0.8,0.9,0.9,-1,0.8,0.85,0.8,0.8,-1,-1,0.8,0.9,0.9,0.9,-1,0.87,0.67,0.6,0.27,0.67,0.6,0.67,0.6,0.6,0.33,0.67,0.67,0.67,-1,-1,-1
79103,2017,symphonicband,Tuba,0.25,0.5,0.6,0.6,-1,0.25,0.5,0.5,0.5,-1,-1,0.2,0.6,0.4,0.4,-1,0.53,0.47,0.27,0.4,0.47,0.53,0.4,0.4,0.27,0.27,0.33,0.2,0.33,-1,-1,-1
79105,2017,symphonicband,Trumpet,0.5,0.45,0.8,0.6,-1,0.5,0.5,0.5,0.5,-1,-1,0.1,0.4,0.2,0.1,-1,1.0,0.53,0.33,0.33,0.67,0.6,0.53,0.27,0.0,0.33,0.2,0.47,0.33,-1,-1,-1
79108,2017,symphonicband,Trumpet,0.5,0.45,0.4,0.5,-1,0.55,0.5,0.4,0.7,-1,-1,0.2,0.4,0.2,0.2,-1,0.67,0.47,0.47,0.33,0.33,0.67,0.33,0.53,0.0,0.33,0.27,0.47,0.13,-1,-1,-1
79109,2017,symphonicband,Alto Saxophone,0.8,0.8,0.9,0.8,-1,0.85,0.8,0.8,0.9,-1,-1,0.7,0.7,0.8,0.8,-1,0.87,0.67,0.67,0.33,0.6,0.53,0.67,0.6,0.53,0.27,0.53,0.6,0.6,-1,-1,-1
79110,2017,symphonicband,Trumpet,0.5,0.5,0.4,0.5,-1,0.5,0.45,0.5,0.6,-1,-1,0.2,0.4,0.2,0.2,-1,0.87,0.53,0.4,0.53,0.67,0.67,0.33,0.67,0.53,0.33,0.33,0.53,0.33,-1,-1,-1
79111,2017,symphonicband,Alto Saxophone,0.7,0.65,0.5,0.5,-1,0.55,0.65,0.8,0.4,-1,-1,0.4,0.4,0.4,0.4,-1,0.8,0.47,0.0,0.0,0.0,0.27,0.47,0.0,0.0,0.13,0.0,0.0,0.47,-1,-1,-1
79116,2017,symphonicband,Trumpet,0.4,0.4,0.3,0.5,-1,0.35,0.35,0.3,0.4,-1,-1,0.1,0.3,0.1,0.2,-1,0.87,0.47,0.47,0.2,0.67,0.47,0.33,0.6,0.2,0.27,0.33,0.53,0.33,-1,-1,-1
79120,2017,symphonicband,Alto Saxophone,0.85,0.85,0.9,0.9,-1,0.8,0.85,0.8,0.9,-1,-1,0.5,0.5,0.7,0.5,-1,0.93,0.67,0.67,0.33,0.67,0.33,0.67,0.6,0.6,0.33,0.6,0.67,0.67,-1,-1,-1
79122,2017,symphonicband,Tenor Saxophone,0.75,0.85,0.8,0.7,-1,0.75,0.85,0.8,0.8,-1,-1,0.7,0.7,0.7,0.7,-1,0.93,0.33,0.33,0.6,0.33,0.67,0.6,0.67,0.67,0.67,0.67,0.67,0.67,-1,-1,-1
79124,2017,symphonicband,Trumpet,0.45,0.35,0.2,0.3,-1,0.5,0.35,0.4,0.5,-1,-1,0.1,0.4,0.1,0.1,-1,0.0,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.0,0.13,0.0,0.07,0.13,-1,-1,-1
79125,2017,symphonicband,Trumpet,0.5,0.5,0.5,0.5,-1,0.45,0.45,0.4,0.5,-1,-1,0.2,0.4,0.3,0.3,-1,0.0,0.53,0.27,0.33,0.6,0.6,0.33,0.6,0.07,0.33,0.2,0.13,0.27,-1,-1,-1
79136,2017,symphonicband,Euphonium,0.5,0.55,0.8,0.9,-1,0.4,0.5,0.7,0.8,-1,-1,0.4,0.6,0.5,0.6,-1,0.53,0.53,0.6,0.8,0.6,0.8,0.6,0.6,0.53,0.53,0.4,0.47,0.53,-1,-1,-1
79138,2017,symphonicband,Piano,0.95,0.95,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0.9,1.0,0.9,0.9,-1,1.0,-1,0.93,-1,1.0,1.0,-1,-1,1.0,-1,1.0,1.0,1.0,-1,-1,-1
79161,2017,symphonicband,Alto Saxophone,0.8,0.85,1.0,0.9,-1,0.75,0.8,0.8,0.8,-1,-1,0.8,0.8,0.8,0.8,-1,0.87,0.6,0.67,0.33,0.6,0.53,0.6,0.6,0.6,0.33,0.6,0.6,0.6,-1,-1,-1
79165,2017,symphonicband,Soprano Sax,0.0,0.0,0.0,0.0,-1,0.8,0.7,0.9,0.8,-1,-1,0.0,0.0,0.0,0.0,-1,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1
79166,2017,symphonicband,Alto Saxophone,0.85,0.8,1.0,1.0,-1,0.85,0.85,0.9,0.9,-1,-1,0.8,0.7,0.7,0.8,-1,0.8,0.6,0.67,0.33,0.6,0.33,0.6,0.6,0.53,0.33,0.6,0.67,0.67,-1,-1,-1
79168,2017,symphonicband,Trumpet,0.5,0.45,0.5,0.5,-1,0.5,0.4,0.5,0.5,-1,-1,0.1,0.3,0.2,0.1,-1,0.8,0.67,0.6,0.6,0.47,0.53,0.33,0.6,0.27,0.27,0.33,0.33,0.27,-1,-1,-1
79169,2017,symphonicband,Bassoon,0.2,0.6,0.5,0.5,-1,0.0,0.35,0.0,0.2,-1,-1,0.0,0.2,0.0,0.0,-1,0.27,0.67,0.0,0.4,0.67,0.13,0.27,0.2,0.0,0.0,0.0,0.0,0.33,-1,-1,-1
79176,2017,symphonicband,Bb Clarinet,0.8,0.6,0.8,0.8,-1,0.6,0.75,0.6,0.8,-1,-1,0.4,0.4,0.4,0.4,-1,0.8,0.6,0.53,0.6,0.8,0.53,0.93,0.4,0.47,0.47,0.73,0.6,0.53,-1,-1,-1
79177,2017,symphonicband,Piccolo,-1,-1,-1,-1,-1,0.55,0.65,0.9,0.9,-1,-1,-1,-1,-1,-1,-1,0.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79178,2017,symphonicband,Flute,0.75,0.7,0.9,0.9,-1,0.7,0.65,0.9,0.9,-1,-1,0.5,0.6,0.4,0.5,-1,0.73,0.6,0.53,0.8,0.53,0.6,0.53,0.53,0.53,0.53,0.53,0.53,0.53,-1,-1,-1
79179,2017,symphonicband,French Horn,0.45,0.45,0.5,0.4,-1,0.4,0.35,0.5,0.5,-1,-1,0.2,0.2,0.2,0.2,-1,0.6,0.53,0.4,0.53,0.53,0.53,0.53,0.0,0.27,0.4,0.2,0.0,0.4,-1,-1,-1
79180,2017,symphonicband,Trumpet,0.65,0.75,0.6,0.6,-1,0.75,0.8,0.6,0.7,-1,-1,0.3,0.5,0.4,0.4,-1,1.0,0.47,0.6,0.33,0.6,0.6,0.33,0.67,0.27,0.27,0.33,0.33,0.33,-1,-1,-1
79189,2017,symphonicband,Alto Saxophone,0.8,0.85,1.0,1.0,-1,0.85,0.85,0.8,0.8,-1,-1,0.7,0.6,0.7,0.7,-1,1.0,0.6,0.67,0.33,0.67,0.33,0.67,0.67,0.47,0.33,0.53,0.67,0.67,-1,-1,-1
79202,2017,symphonicband,Alto Saxophone,0.8,0.8,1.0,0.8,-1,0.75,0.8,0.9,0.8,-1,-1,0.7,0.7,0.8,0.8,-1,0.8,0.67,0.67,0.33,0.67,0.33,0.67,0.67,0.67,0.33,0.6,0.67,0.6,-1,-1,-1
79213,2017,symphonicband,Tenor Saxophone,0.4,0.7,0.3,0.3,-1,0.55,0.65,0.4,0.4,-1,-1,0.2,0.4,0.2,0.2,-1,0.67,0.27,0.0,0.53,0.53,0.53,0.27,0.2,0.0,0.0,0.0,0.0,0.0,-1,-1,-1
79220,2017,symphonicband,Bb Clarinet,0.55,0.75,0.8,0.6,-1,0.75,0.8,0.8,0.9,-1,-1,0.6,0.6,0.6,0.6,-1,1.0,0.6,0.6,0.53,0.8,0.53,0.8,0.6,0.33,0.6,0.93,0.93,0.47,-1,-1,-1
79221,2017,symphonicband,Bb Clarinet,0.2,0.2,0.4,0.4,-1,0.2,0.2,0.4,0.4,-1,-1,0.2,0.2,0.2,0.2,-1,0.8,0.4,0.4,0.33,0.47,0.53,0.67,0.47,0.4,0.4,0.4,0.4,0.07,-1,-1,-1
79222,2017,symphonicband,Flute,0.5,0.5,0.8,0.9,-1,0.65,0.65,0.9,0.9,-1,-1,0.5,0.6,0.5,0.4,-1,0.8,0.53,0.4,0.8,0.53,0.6,0.53,0.6,0.53,0.0,0.53,0.4,0.67,-1,-1,-1
79223,2017,symphonicband,Piccolo,-1,-1,-1,-1,-1,0.4,0.75,0.4,0.3,-1,-1,-1,-1,-1,-1,-1,0.87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
79224,2017,symphonicband,Flute,0.55,0.45,0.8,0.6,-1,0.55,0.55,0.7,0.7,-1,-1,0.4,0.5,0.5,0.5,-1,0.67,0.47,0.53,0.73,0.53,0.47,0.53,0.47,0.53,0.47,0.53,0.53,0.53,-1,-1,-1
79226,2017,symphonicband,Trumpet,0.5,0.65,0.5,0.5,-1,0.65,0.7,0.6,0.6,-1,-1,0.1,0.4,0.4,0.3,-1,0.8,0.53,0.6,0.33,0.67,0.53,0.33,0.6,0.33,0.33,0.27,0.6,0.33,-1,-1,-1
79243,2017,symphonicband,Bassoon,0.1,0.2,0.1,0.3,-1,0.15,0.2,0.1,0.2,-1,-1,0.0,0.2,0.0,0.1,-1,0.87,0.33,0.0,0.47,0.33,0.53,0.27,0.2,0.0,0.13,0.0,0.0,0.13,-1,-1,-1
79247,2017,symphonicband,Bassoon,0.5,0.7,0.5,0.6,-1,0.6,0.65,0.5,0.7,-1,-1,0.2,0.4,0.2,0.2,-1,0.73,0.67,0.47,0.6,0.67,0.73,0.53,0.47,0.33,0.33,0.4,0.47,0.53,-1,-1,-1
79248,2017,symphonicband,Trumpet,0.4,0.45,0.4,0.5,-1,0.5,0.5,0.5,0.6,-1,-1,0.2,0.4,0.3,0.2,-1,0.6,0.53,0.53,0.33,0.6,0.33,0.27,0.27,0.33,0.33,0.27,0.53,0.33,-1,-1,-1
79249,2017,symphonicband,Bb Clarinet,0.15,0.15,0.3,0.3,-1,0.15,0.15,0.3,0.3,-1,-1,0.2,0.2,0.2,0.2,-1,0.47,0.47,0.33,0.4,0.67,0.53,0.6,0.4,0.33,0.33,0.33,0.33,0.53,-1,-1,-1
79251,2017,symphonicband,Piccolo,-1,-1,-1,-1,-1,0.5,0.6,0.4,0.5,-1,-1,-1,-1,-1,-1,-1,0.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
