ScoreID,Student,Instrument,CategoryGroup,Category,Score
446689,32766,Oboe,Sight-Reading,Rhythmic Accuracy,5
446691,32766,Oboe,Sight-Reading,Tone Quality,1
446671,32766,Oboe,Technical Etude,Artistry,1
446667,32766,Oboe,Technical Etude,"Musicallity, Tempo & Style",10
446669,32766,Oboe,Technical Etude,Note Accuracy,8
446670,32766,Oboe,Technical Etude,Rhythmic Accuracy,9
446668,32766,Oboe,Technical Etude,Tone Quality,9
462598,32770,Trumpet,Lyrical Etude,Artistry,2
462594,32770,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",11
462596,32770,Trumpet,Lyrical Etude,Note Accuracy,6
462597,32770,Trumpet,Lyrical Etude,Rhythmic Accuracy,7
462595,32770,Trumpet,Lyrical Etude,Tone Quality,10
462607,32770,Trumpet,Scales,A,3
462606,32770,Trumpet,Scales,Ab,2
462609,32770,Trumpet,Scales,B,4
462608,32770,Trumpet,Scales,Bb,4
462610,32770,Trumpet,Scales,C,5
462604,32770,Trumpet,Scales,Chromatic,9
462612,32770,Trumpet,Scales,D,4
462611,32770,Trumpet,Scales,Db,6
462614,32770,Trumpet,Scales,E,5
462613,32770,Trumpet,Scales,Eb,5
462615,32770,Trumpet,Scales,F,5
462605,32770,Trumpet,Scales,G,3
462616,32770,Trumpet,Scales,Gb,3
462619,32770,Trumpet,Scales,"Musicality, Tempo, & Style",6
462617,32770,Trumpet,Scales,Note Accuracy/Consistency,12
462618,32770,Trumpet,Scales,Tone Quality,9
462624,32770,Trumpet,Sight-Reading,Artistry,0
462622,32770,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",4
462620,32770,Trumpet,Sight-Reading,Note Accuracy,4
462621,32770,Trumpet,Sight-Reading,Rhythmic Accuracy,4
462623,32770,Trumpet,Sight-Reading,Tone Quality,2
462603,32770,Trumpet,Technical Etude,Artistry,1
462599,32770,Trumpet,Technical Etude,"Musicallity, Tempo & Style",10
462601,32770,Trumpet,Technical Etude,Note Accuracy,6
462602,32770,Trumpet,Technical Etude,Rhythmic Accuracy,7
462600,32770,Trumpet,Technical Etude,Tone Quality,9
463222,32771,Flute,Lyrical Etude,Artistry,3
463218,32771,Flute,Lyrical Etude,"Musicallity, Tempo & Style",13
463220,32771,Flute,Lyrical Etude,Note Accuracy,8
463221,32771,Flute,Lyrical Etude,Rhythmic Accuracy,10
463219,32771,Flute,Lyrical Etude,Tone Quality,9
463236,32771,Flute,Scales,A,1
463235,32771,Flute,Scales,Ab,4
463238,32771,Flute,Scales,B,0
463237,32771,Flute,Scales,Bb,5
463241,32771,Flute,Scales,C,4
463233,32771,Flute,Scales,Chromatic,11
463243,32771,Flute,Scales,D,4
463242,32771,Flute,Scales,Db,4
463245,32771,Flute,Scales,E,2
463244,32771,Flute,Scales,Eb,2
463246,32771,Flute,Scales,F,5
463234,32771,Flute,Scales,G,5
463247,32771,Flute,Scales,Gb,2
463240,32771,Flute,Scales,"Musicality, Tempo, & Style",5
463248,32771,Flute,Scales,Note Accuracy/Consistency,18
463239,32771,Flute,Scales,Tone Quality,12
463253,32771,Flute,Sight-Reading,Artistry,2
463251,32771,Flute,Sight-Reading,"Musicallity, Tempo & Style",4
463249,32771,Flute,Sight-Reading,Note Accuracy,4
463250,32771,Flute,Sight-Reading,Rhythmic Accuracy,5
463252,32771,Flute,Sight-Reading,Tone Quality,2
463227,32771,Flute,Technical Etude,Artistry,2
463223,32771,Flute,Technical Etude,"Musicallity, Tempo & Style",12
463225,32771,Flute,Technical Etude,Note Accuracy,7
463226,32771,Flute,Technical Etude,Rhythmic Accuracy,8
463224,32771,Flute,Technical Etude,Tone Quality,9
463283,32772,Piccolo,Scales,A,0
463282,32772,Piccolo,Scales,Ab,0
463285,32772,Piccolo,Scales,B,0
463284,32772,Piccolo,Scales,Bb,0
463286,32772,Piccolo,Scales,C,0
463280,32772,Piccolo,Scales,Chromatic,10
463288,32772,Piccolo,Scales,D,0
463287,32772,Piccolo,Scales,Db,0
463290,32772,Piccolo,Scales,E,0
463289,32772,Piccolo,Scales,Eb,0
463291,32772,Piccolo,Scales,F,0
463281,32772,Piccolo,Scales,G,0
463292,32772,Piccolo,Scales,Gb,0
463293,32772,Piccolo,Scales,Note Accuracy/Consistency,0
463294,32772,Piccolo,Scales,Tone Quality,0
463279,32772,Piccolo,Technical Etude,Artistry,1
463275,32772,Piccolo,Technical Etude,"Musicallity, Tempo & Style",5
463277,32772,Piccolo,Technical Etude,Note Accuracy,5
463278,32772,Piccolo,Technical Etude,Rhythmic Accuracy,8
463276,32772,Piccolo,Technical Etude,Tone Quality,3
478775,32773,Percussion,Mallet Etude,"Musicality, Tempo & Style",10
478776,32773,Percussion,Mallet Etude,Note Accuracy,5
478777,32773,Percussion,Mallet Etude,Rhythmic Accuracy,6
478862,32773,Percussion,Reading-Mallet,Musicality & Style,3
478860,32773,Percussion,Reading-Mallet,Note Accuracy & Tone,4
478861,32773,Percussion,Reading-Mallet,Rhythmic Accuracy & Articulation,3
478865,32773,Percussion,Reading-Snare,Musicality & Style,4
478863,32773,Percussion,Reading-Snare,Note Accuracy & Tone,3
478864,32773,Percussion,Reading-Snare,Rhythmic Accuracy & Articulation,3
478868,32773,Percussion,Reading-Timpani,Musicality & Style,0
478866,32773,Percussion,Reading-Timpani,Note Accuracy,0
478867,32773,Percussion,Reading-Timpani,Rhythmic Accuracy & Articulation,0
478784,32773,Percussion,Scales,Chromatic,5
478859,32773,Percussion,Scales,"Musicality, Phrasing & Style",5
478857,32773,Percussion,Scales,Note Accuracy,10
478858,32773,Percussion,Scales,Tempo & Consistency,10
478778,32773,Percussion,Snare Etude,"Musicallyty, Tempo & Style",9
478779,32773,Percussion,Snare Etude,Note Accuracy,5
478780,32773,Percussion,Snare Etude,Rhythmic Accuracy,6
478781,32773,Percussion,Timpani Etude,"Musicality, Tempo, & Style",7
478782,32773,Percussion,Timpani Etude,Note Accuracy,4
478783,32773,Percussion,Timpani Etude,Rhythmic Accuracy,4
444153,32782,French Horn,Lyrical Etude,Artistry,5
444149,32782,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",18
444151,32782,French Horn,Lyrical Etude,Note Accuracy,10
444152,32782,French Horn,Lyrical Etude,Rhythmic Accuracy,9
444150,32782,French Horn,Lyrical Etude,Tone Quality,14
444193,32782,French Horn,Scales,A,5
444161,32782,French Horn,Scales,Ab,5
444195,32782,French Horn,Scales,B,5
444194,32782,French Horn,Scales,Bb,5
444196,32782,French Horn,Scales,C,4
444159,32782,French Horn,Scales,Chromatic,12
444198,32782,French Horn,Scales,D,4
444197,32782,French Horn,Scales,Db,5
444200,32782,French Horn,Scales,E,4
444199,32782,French Horn,Scales,Eb,5
444201,32782,French Horn,Scales,F,5
444160,32782,French Horn,Scales,G,5
444202,32782,French Horn,Scales,Gb,5
444205,32782,French Horn,Scales,"Musicality, Tempo, & Style",9
444203,32782,French Horn,Scales,Note Accuracy/Consistency,29
444204,32782,French Horn,Scales,Tone Quality,16
444210,32782,French Horn,Sight-Reading,Artistry,4
444208,32782,French Horn,Sight-Reading,"Musicallity, Tempo & Style",8
444206,32782,French Horn,Sight-Reading,Note Accuracy,7
444207,32782,French Horn,Sight-Reading,Rhythmic Accuracy,7
444209,32782,French Horn,Sight-Reading,Tone Quality,5
444158,32782,French Horn,Technical Etude,Artistry,4
444154,32782,French Horn,Technical Etude,"Musicallity, Tempo & Style",15
444156,32782,French Horn,Technical Etude,Note Accuracy,8
444157,32782,French Horn,Technical Etude,Rhythmic Accuracy,9
444155,32782,French Horn,Technical Etude,Tone Quality,12
463485,32786,Trumpet,Lyrical Etude,Artistry,4
463481,32786,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",16
463483,32786,Trumpet,Lyrical Etude,Note Accuracy,7
463484,32786,Trumpet,Lyrical Etude,Rhythmic Accuracy,8
463482,32786,Trumpet,Lyrical Etude,Tone Quality,12
463494,32786,Trumpet,Scales,A,5
463493,32786,Trumpet,Scales,Ab,7
463496,32786,Trumpet,Scales,B,5
463495,32786,Trumpet,Scales,Bb,6
463497,32786,Trumpet,Scales,C,5
463491,32786,Trumpet,Scales,Chromatic,13
463499,32786,Trumpet,Scales,D,5
463498,32786,Trumpet,Scales,Db,6
463501,32786,Trumpet,Scales,E,5
463500,32786,Trumpet,Scales,Eb,7
463502,32786,Trumpet,Scales,F,6
463492,32786,Trumpet,Scales,G,5
463503,32786,Trumpet,Scales,Gb,6
463506,32786,Trumpet,Scales,"Musicality, Tempo, & Style",7
463504,32786,Trumpet,Scales,Note Accuracy/Consistency,20
463505,32786,Trumpet,Scales,Tone Quality,13
463511,32786,Trumpet,Sight-Reading,Artistry,2
463509,32786,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",6
463507,32786,Trumpet,Sight-Reading,Note Accuracy,6
463508,32786,Trumpet,Sight-Reading,Rhythmic Accuracy,7
463510,32786,Trumpet,Sight-Reading,Tone Quality,3
463490,32786,Trumpet,Technical Etude,Artistry,3
463486,32786,Trumpet,Technical Etude,"Musicallity, Tempo & Style",14
463488,32786,Trumpet,Technical Etude,Note Accuracy,7
463489,32786,Trumpet,Technical Etude,Rhythmic Accuracy,8
463487,32786,Trumpet,Technical Etude,Tone Quality,12
463547,32791,Trumpet,Lyrical Etude,Artistry,3
463543,32791,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",11
463545,32791,Trumpet,Lyrical Etude,Note Accuracy,6
463546,32791,Trumpet,Lyrical Etude,Rhythmic Accuracy,7
463544,32791,Trumpet,Lyrical Etude,Tone Quality,9
463556,32791,Trumpet,Scales,A,6
463555,32791,Trumpet,Scales,Ab,6
463558,32791,Trumpet,Scales,B,5
463557,32791,Trumpet,Scales,Bb,4
463559,32791,Trumpet,Scales,C,5
463553,32791,Trumpet,Scales,Chromatic,14
463561,32791,Trumpet,Scales,D,6
463560,32791,Trumpet,Scales,Db,6
463563,32791,Trumpet,Scales,E,6
463562,32791,Trumpet,Scales,Eb,7
463564,32791,Trumpet,Scales,F,6
463554,32791,Trumpet,Scales,G,6
463565,32791,Trumpet,Scales,Gb,3
463568,32791,Trumpet,Scales,"Musicality, Tempo, & Style",5
463566,32791,Trumpet,Scales,Note Accuracy/Consistency,19
463567,32791,Trumpet,Scales,Tone Quality,10
463573,32791,Trumpet,Sight-Reading,Artistry,1
463571,32791,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",5
463569,32791,Trumpet,Sight-Reading,Note Accuracy,4
463570,32791,Trumpet,Sight-Reading,Rhythmic Accuracy,5
463572,32791,Trumpet,Sight-Reading,Tone Quality,2
463552,32791,Trumpet,Technical Etude,Artistry,3
463548,32791,Trumpet,Technical Etude,"Musicallity, Tempo & Style",10
463550,32791,Trumpet,Technical Etude,Note Accuracy,6
463551,32791,Trumpet,Technical Etude,Rhythmic Accuracy,7
463549,32791,Trumpet,Technical Etude,Tone Quality,10
463304,32792,Flute,Lyrical Etude,Artistry,3
463300,32792,Flute,Lyrical Etude,"Musicallity, Tempo & Style",13
463302,32792,Flute,Lyrical Etude,Note Accuracy,10
463303,32792,Flute,Lyrical Etude,Rhythmic Accuracy,10
463301,32792,Flute,Lyrical Etude,Tone Quality,12
463318,32792,Flute,Scales,A,3
463317,32792,Flute,Scales,Ab,5
463320,32792,Flute,Scales,B,4
463319,32792,Flute,Scales,Bb,4
463321,32792,Flute,Scales,C,4
463310,32792,Flute,Scales,Chromatic,10
463323,32792,Flute,Scales,D,5
463322,32792,Flute,Scales,Db,4
463325,32792,Flute,Scales,E,3
463324,32792,Flute,Scales,Eb,3
463326,32792,Flute,Scales,F,4
463316,32792,Flute,Scales,G,5
463327,32792,Flute,Scales,Gb,3
463330,32792,Flute,Scales,"Musicality, Tempo, & Style",5
463328,32792,Flute,Scales,Note Accuracy/Consistency,20
463329,32792,Flute,Scales,Tone Quality,12
463335,32792,Flute,Sight-Reading,Artistry,2
463333,32792,Flute,Sight-Reading,"Musicallity, Tempo & Style",6
463331,32792,Flute,Sight-Reading,Note Accuracy,7
463332,32792,Flute,Sight-Reading,Rhythmic Accuracy,7
463334,32792,Flute,Sight-Reading,Tone Quality,2
463309,32792,Flute,Technical Etude,Artistry,3
463305,32792,Flute,Technical Etude,"Musicallity, Tempo & Style",15
463307,32792,Flute,Technical Etude,Note Accuracy,8
463308,32792,Flute,Technical Etude,Rhythmic Accuracy,10
463306,32792,Flute,Technical Etude,Tone Quality,12
478921,32795,Percussion,Mallet Etude,"Musicality, Tempo & Style",6
478922,32795,Percussion,Mallet Etude,Note Accuracy,6
478923,32795,Percussion,Mallet Etude,Rhythmic Accuracy,7
478936,32795,Percussion,Reading-Mallet,Musicality & Style,3
478934,32795,Percussion,Reading-Mallet,Note Accuracy & Tone,6
478935,32795,Percussion,Reading-Mallet,Rhythmic Accuracy & Articulation,4
478939,32795,Percussion,Reading-Snare,Musicality & Style,5
478937,32795,Percussion,Reading-Snare,Note Accuracy & Tone,4
478938,32795,Percussion,Reading-Snare,Rhythmic Accuracy & Articulation,6
478942,32795,Percussion,Reading-Timpani,Musicality & Style,0
478940,32795,Percussion,Reading-Timpani,Note Accuracy,0
478941,32795,Percussion,Reading-Timpani,Rhythmic Accuracy & Articulation,0
478930,32795,Percussion,Scales,Chromatic,11
478933,32795,Percussion,Scales,"Musicality, Phrasing & Style",7
478931,32795,Percussion,Scales,Note Accuracy,10
478932,32795,Percussion,Scales,Tempo & Consistency,10
478924,32795,Percussion,Snare Etude,"Musicallyty, Tempo & Style",10
478925,32795,Percussion,Snare Etude,Note Accuracy,5
478926,32795,Percussion,Snare Etude,Rhythmic Accuracy,4
478927,32795,Percussion,Timpani Etude,"Musicality, Tempo, & Style",11
478928,32795,Percussion,Timpani Etude,Note Accuracy,7
478929,32795,Percussion,Timpani Etude,Rhythmic Accuracy,4
494372,32807,Bb Clarinet,Lyrical Etude,Artistry,0
494368,32807,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",9
494370,32807,Bb Clarinet,Lyrical Etude,Note Accuracy,10
494371,32807,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,4
494369,32807,Bb Clarinet,Lyrical Etude,Tone Quality,8
494381,32807,Bb Clarinet,Scales,A,3
494380,32807,Bb Clarinet,Scales,Ab,6
494383,32807,Bb Clarinet,Scales,B,0
494382,32807,Bb Clarinet,Scales,Bb,4
494384,32807,Bb Clarinet,Scales,C,3
494378,32807,Bb Clarinet,Scales,Chromatic,12
494386,32807,Bb Clarinet,Scales,D,0
494385,32807,Bb Clarinet,Scales,Db,2
494388,32807,Bb Clarinet,Scales,E,3
494387,32807,Bb Clarinet,Scales,Eb,4
494389,32807,Bb Clarinet,Scales,F,3
494379,32807,Bb Clarinet,Scales,G,6
494390,32807,Bb Clarinet,Scales,Gb,3
494393,32807,Bb Clarinet,Scales,"Musicality, Tempo, & Style",6
494391,32807,Bb Clarinet,Scales,Note Accuracy/Consistency,17
494392,32807,Bb Clarinet,Scales,Tone Quality,14
494398,32807,Bb Clarinet,Sight-Reading,Artistry,1
494396,32807,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",6
494394,32807,Bb Clarinet,Sight-Reading,Note Accuracy,7
494395,32807,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,7
494397,32807,Bb Clarinet,Sight-Reading,Tone Quality,2
494377,32807,Bb Clarinet,Technical Etude,Artistry,0
494373,32807,Bb Clarinet,Technical Etude,"Musicallity, Tempo & Style",8
494375,32807,Bb Clarinet,Technical Etude,Note Accuracy,8
494376,32807,Bb Clarinet,Technical Etude,Rhythmic Accuracy,6
494374,32807,Bb Clarinet,Technical Etude,Tone Quality,8
463340,32812,Flute,Lyrical Etude,Artistry,4
463336,32812,Flute,Lyrical Etude,"Musicallity, Tempo & Style",17
463338,32812,Flute,Lyrical Etude,Note Accuracy,9
463339,32812,Flute,Lyrical Etude,Rhythmic Accuracy,9
463337,32812,Flute,Lyrical Etude,Tone Quality,12
463370,32812,Flute,Scales,A,4
463369,32812,Flute,Scales,Ab,5
463372,32812,Flute,Scales,B,2
463371,32812,Flute,Scales,Bb,4
463373,32812,Flute,Scales,C,5
463367,32812,Flute,Scales,Chromatic,14
463375,32812,Flute,Scales,D,4
463374,32812,Flute,Scales,Db,4
463377,32812,Flute,Scales,E,5
463376,32812,Flute,Scales,Eb,5
463378,32812,Flute,Scales,F,3
463368,32812,Flute,Scales,G,4
463379,32812,Flute,Scales,Gb,5
463382,32812,Flute,Scales,"Musicality, Tempo, & Style",8
463380,32812,Flute,Scales,Note Accuracy/Consistency,22
463381,32812,Flute,Scales,Tone Quality,18
463387,32812,Flute,Sight-Reading,Artistry,3
463385,32812,Flute,Sight-Reading,"Musicallity, Tempo & Style",7
463383,32812,Flute,Sight-Reading,Note Accuracy,8
463384,32812,Flute,Sight-Reading,Rhythmic Accuracy,8
463386,32812,Flute,Sight-Reading,Tone Quality,4
463345,32812,Flute,Technical Etude,Artistry,4
463341,32812,Flute,Technical Etude,"Musicallity, Tempo & Style",16
463343,32812,Flute,Technical Etude,Note Accuracy,7
463344,32812,Flute,Technical Etude,Rhythmic Accuracy,10
463342,32812,Flute,Technical Etude,Tone Quality,12
463578,32813,Trumpet,Lyrical Etude,Artistry,3
463574,32813,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",11
463576,32813,Trumpet,Lyrical Etude,Note Accuracy,7
463577,32813,Trumpet,Lyrical Etude,Rhythmic Accuracy,6
463575,32813,Trumpet,Lyrical Etude,Tone Quality,12
463587,32813,Trumpet,Scales,A,4
463586,32813,Trumpet,Scales,Ab,7
463589,32813,Trumpet,Scales,B,5
463588,32813,Trumpet,Scales,Bb,6
463590,32813,Trumpet,Scales,C,5
463584,32813,Trumpet,Scales,Chromatic,10
463592,32813,Trumpet,Scales,D,4
463591,32813,Trumpet,Scales,Db,6
463594,32813,Trumpet,Scales,E,4
463593,32813,Trumpet,Scales,Eb,5
463595,32813,Trumpet,Scales,F,4
463585,32813,Trumpet,Scales,G,6
463596,32813,Trumpet,Scales,Gb,5
463599,32813,Trumpet,Scales,"Musicality, Tempo, & Style",4
463597,32813,Trumpet,Scales,Note Accuracy/Consistency,17
463598,32813,Trumpet,Scales,Tone Quality,10
463604,32813,Trumpet,Sight-Reading,Artistry,1
463602,32813,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",4
463600,32813,Trumpet,Sight-Reading,Note Accuracy,3
463601,32813,Trumpet,Sight-Reading,Rhythmic Accuracy,5
463603,32813,Trumpet,Sight-Reading,Tone Quality,3
463583,32813,Trumpet,Technical Etude,Artistry,2
463579,32813,Trumpet,Technical Etude,"Musicallity, Tempo & Style",10
463581,32813,Trumpet,Technical Etude,Note Accuracy,7
463582,32813,Trumpet,Technical Etude,Rhythmic Accuracy,6
463580,32813,Trumpet,Technical Etude,Tone Quality,10
493089,32825,Trombone,Lyrical Etude,Artistry,2
493085,32825,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",10
493087,32825,Trombone,Lyrical Etude,Note Accuracy,7
493088,32825,Trombone,Lyrical Etude,Rhythmic Accuracy,8
493086,32825,Trombone,Lyrical Etude,Tone Quality,10
493110,32825,Trombone,Scales,A,2
493109,32825,Trombone,Scales,Ab,3
493112,32825,Trombone,Scales,B,0
493111,32825,Trombone,Scales,Bb,2
493113,32825,Trombone,Scales,C,0
493095,32825,Trombone,Scales,Chromatic,6
493115,32825,Trombone,Scales,D,0
493114,32825,Trombone,Scales,Db,0
493117,32825,Trombone,Scales,E,0
493116,32825,Trombone,Scales,Eb,0
493118,32825,Trombone,Scales,F,5
493108,32825,Trombone,Scales,G,3
493119,32825,Trombone,Scales,Gb,5
493122,32825,Trombone,Scales,"Musicality, Tempo, & Style",7
493120,32825,Trombone,Scales,Note Accuracy/Consistency,20
493121,32825,Trombone,Scales,Tone Quality,15
493127,32825,Trombone,Sight-Reading,Artistry,2
493125,32825,Trombone,Sight-Reading,"Musicallity, Tempo & Style",5
493123,32825,Trombone,Sight-Reading,Note Accuracy,5
493124,32825,Trombone,Sight-Reading,Rhythmic Accuracy,5
493126,32825,Trombone,Sight-Reading,Tone Quality,4
493094,32825,Trombone,Technical Etude,Artistry,3
493090,32825,Trombone,Technical Etude,"Musicallity, Tempo & Style",10
493092,32825,Trombone,Technical Etude,Note Accuracy,7
493093,32825,Trombone,Technical Etude,Rhythmic Accuracy,8
493091,32825,Trombone,Technical Etude,Tone Quality,10
477763,32826,Bari Saxophone,Lyrical Etude,Artistry,1
477759,32826,Bari Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",3
477761,32826,Bari Saxophone,Lyrical Etude,Note Accuracy,8
477762,32826,Bari Saxophone,Lyrical Etude,Rhythmic Accuracy,3
477760,32826,Bari Saxophone,Lyrical Etude,Tone Quality,10
477772,32826,Bari Saxophone,Scales,A,0
477771,32826,Bari Saxophone,Scales,Ab,2
477774,32826,Bari Saxophone,Scales,B,0
477773,32826,Bari Saxophone,Scales,Bb,0
477775,32826,Bari Saxophone,Scales,C,0
477769,32826,Bari Saxophone,Scales,Chromatic,4
477777,32826,Bari Saxophone,Scales,D,1
477776,32826,Bari Saxophone,Scales,Db,3
477779,32826,Bari Saxophone,Scales,E,1
477778,32826,Bari Saxophone,Scales,Eb,2
477780,32826,Bari Saxophone,Scales,F,1
477770,32826,Bari Saxophone,Scales,G,1
477781,32826,Bari Saxophone,Scales,Gb,1
477784,32826,Bari Saxophone,Scales,"Musicality, Tempo, & Style",2
477782,32826,Bari Saxophone,Scales,Note Accuracy/Consistency,15
477783,32826,Bari Saxophone,Scales,Tone Quality,10
477789,32826,Bari Saxophone,Sight-Reading,Artistry,0
477787,32826,Bari Saxophone,Sight-Reading,"Musicallity, Tempo & Style",1
477785,32826,Bari Saxophone,Sight-Reading,Note Accuracy,3
477786,32826,Bari Saxophone,Sight-Reading,Rhythmic Accuracy,2
477788,32826,Bari Saxophone,Sight-Reading,Tone Quality,3
477768,32826,Bari Saxophone,Technical Etude,Artistry,0
477764,32826,Bari Saxophone,Technical Etude,"Musicallity, Tempo & Style",5
477766,32826,Bari Saxophone,Technical Etude,Note Accuracy,4
477767,32826,Bari Saxophone,Technical Etude,Rhythmic Accuracy,1
477765,32826,Bari Saxophone,Technical Etude,Tone Quality,9
490739,32829,Alto Saxophone,Lyrical Etude,Artistry,2
490735,32829,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",9
490737,32829,Alto Saxophone,Lyrical Etude,Note Accuracy,5
490738,32829,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,7
490736,32829,Alto Saxophone,Lyrical Etude,Tone Quality,7
490748,32829,Alto Saxophone,Scales,A,0
490747,32829,Alto Saxophone,Scales,Ab,2
490750,32829,Alto Saxophone,Scales,B,0
490749,32829,Alto Saxophone,Scales,Bb,0
490751,32829,Alto Saxophone,Scales,C,0
490745,32829,Alto Saxophone,Scales,Chromatic,8
490753,32829,Alto Saxophone,Scales,D,0
490752,32829,Alto Saxophone,Scales,Db,1
490755,32829,Alto Saxophone,Scales,E,0
490754,32829,Alto Saxophone,Scales,Eb,1
490756,32829,Alto Saxophone,Scales,F,1
490746,32829,Alto Saxophone,Scales,G,2
490757,32829,Alto Saxophone,Scales,Gb,1
490760,32829,Alto Saxophone,Scales,"Musicality, Tempo, & Style",1
490758,32829,Alto Saxophone,Scales,Note Accuracy/Consistency,8
490759,32829,Alto Saxophone,Scales,Tone Quality,7
490765,32829,Alto Saxophone,Sight-Reading,Artistry,2
490763,32829,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",3
490761,32829,Alto Saxophone,Sight-Reading,Note Accuracy,7
490762,32829,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,6
490764,32829,Alto Saxophone,Sight-Reading,Tone Quality,2
490744,32829,Alto Saxophone,Technical Etude,Artistry,0
490740,32829,Alto Saxophone,Technical Etude,"Musicallity, Tempo & Style",0
490742,32829,Alto Saxophone,Technical Etude,Note Accuracy,0
490743,32829,Alto Saxophone,Technical Etude,Rhythmic Accuracy,0
490741,32829,Alto Saxophone,Technical Etude,Tone Quality,0
482755,32830,Tenor Saxophone,Lyrical Etude,Artistry,3
482751,32830,Tenor Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",15
482753,32830,Tenor Saxophone,Lyrical Etude,Note Accuracy,9
482754,32830,Tenor Saxophone,Lyrical Etude,Rhythmic Accuracy,9
482752,32830,Tenor Saxophone,Lyrical Etude,Tone Quality,12
482764,32830,Tenor Saxophone,Scales,A,2
482763,32830,Tenor Saxophone,Scales,Ab,3
482766,32830,Tenor Saxophone,Scales,B,1
482765,32830,Tenor Saxophone,Scales,Bb,3
482767,32830,Tenor Saxophone,Scales,C,2
482761,32830,Tenor Saxophone,Scales,Chromatic,8
482769,32830,Tenor Saxophone,Scales,D,2
482768,32830,Tenor Saxophone,Scales,Db,1
482771,32830,Tenor Saxophone,Scales,E,0
482770,32830,Tenor Saxophone,Scales,Eb,1
482772,32830,Tenor Saxophone,Scales,F,0
482762,32830,Tenor Saxophone,Scales,G,0
482773,32830,Tenor Saxophone,Scales,Gb,0
482776,32830,Tenor Saxophone,Scales,"Musicality, Tempo, & Style",7
482774,32830,Tenor Saxophone,Scales,Note Accuracy/Consistency,20
482775,32830,Tenor Saxophone,Scales,Tone Quality,13
482781,32830,Tenor Saxophone,Sight-Reading,Artistry,2
482779,32830,Tenor Saxophone,Sight-Reading,"Musicallity, Tempo & Style",4
482777,32830,Tenor Saxophone,Sight-Reading,Note Accuracy,3
482778,32830,Tenor Saxophone,Sight-Reading,Rhythmic Accuracy,7
482780,32830,Tenor Saxophone,Sight-Reading,Tone Quality,3
482760,32830,Tenor Saxophone,Technical Etude,Artistry,2
482756,32830,Tenor Saxophone,Technical Etude,"Musicallity, Tempo & Style",10
482758,32830,Tenor Saxophone,Technical Etude,Note Accuracy,9
482759,32830,Tenor Saxophone,Technical Etude,Rhythmic Accuracy,8
482757,32830,Tenor Saxophone,Technical Etude,Tone Quality,11
519907,32832,Bassoon,Lyrical Etude,Artistry,0
519903,32832,Bassoon,Lyrical Etude,"Musicallity, Tempo & Style",6
519905,32832,Bassoon,Lyrical Etude,Note Accuracy,4
519906,32832,Bassoon,Lyrical Etude,Rhythmic Accuracy,2
519904,32832,Bassoon,Lyrical Etude,Tone Quality,10
519929,32832,Bassoon,Scales,A,0
519928,32832,Bassoon,Scales,Ab,0
519931,32832,Bassoon,Scales,B,0
519930,32832,Bassoon,Scales,Bb,0
519932,32832,Bassoon,Scales,C,0
519926,32832,Bassoon,Scales,Chromatic,2
519934,32832,Bassoon,Scales,D,0
519933,32832,Bassoon,Scales,Db,0
519936,32832,Bassoon,Scales,E,0
519935,32832,Bassoon,Scales,Eb,0
519937,32832,Bassoon,Scales,F,0
519927,32832,Bassoon,Scales,G,4
519938,32832,Bassoon,Scales,Gb,0
519941,32832,Bassoon,Scales,"Musicality, Tempo, & Style",0
519939,32832,Bassoon,Scales,Note Accuracy/Consistency,0
519940,32832,Bassoon,Scales,Tone Quality,10
519955,32832,Bassoon,Sight-Reading,Artistry,0
519953,32832,Bassoon,Sight-Reading,"Musicallity, Tempo & Style",0
519951,32832,Bassoon,Sight-Reading,Note Accuracy,0
519952,32832,Bassoon,Sight-Reading,Rhythmic Accuracy,0
519954,32832,Bassoon,Sight-Reading,Tone Quality,1
519924,32832,Bassoon,Technical Etude,Artistry,0
519920,32832,Bassoon,Technical Etude,"Musicallity, Tempo & Style",6
519922,32832,Bassoon,Technical Etude,Note Accuracy,3
519923,32832,Bassoon,Technical Etude,Rhythmic Accuracy,8
519921,32832,Bassoon,Technical Etude,Tone Quality,11
490801,32833,Alto Saxophone,Lyrical Etude,Artistry,2
