ScoreID,Student,Instrument,CategoryNew,CategoryGroup,Category,Score
507585,32606,Alto Saxophone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
507586,32606,Alto Saxophone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
507645,32629,Alto Saxophone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",5
507646,32629,Alto Saxophone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,6
507647,32629,Alto Saxophone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
507648,32629,Alto Saxophone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,5
507649,32629,Alto Saxophone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,1
507650,32629,Alto Saxophone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",5
507651,32629,Alto Saxophone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,6
507652,32629,Alto Saxophone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,0
507653,32629,Alto Saxophone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
507654,32629,Alto Saxophone,Technical Etude-Articulation,Technical Etude,Articulation,2
507655,32629,Alto Saxophone,Scales-Chromatic,Scales,Chromatic,4
507656,32629,Alto Saxophone,Scales-G,Scales,G,2
507657,32629,Alto Saxophone,Scales-C,Scales,C,0
507658,32629,Alto Saxophone,Scales-F,Scales,F,2
507659,32629,Alto Saxophone,Scales-Bb,Scales,Bb,0
507660,32629,Alto Saxophone,Scales-Eb,Scales,Eb,2
507661,32629,Alto Saxophone,Scales-Ab,Scales,Ab,2
507662,32629,Alto Saxophone,Scales-Db,Scales,Db,2
507663,32629,Alto Saxophone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,19
507664,32629,Alto Saxophone,Scales-Tone Quality,Scales,Tone Quality,5
507665,32629,Alto Saxophone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",4
507666,32629,Alto Saxophone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6
507667,32629,Alto Saxophone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
507668,32629,Alto Saxophone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",1
507669,32629,Alto Saxophone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
507670,32629,Alto Saxophone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
507702,28587,Trombone,Scales-Db,Scales,Db,0
507714,28590,Trombone,Scales-C,Scales,C,0
507715,28590,Trombone,Scales-Bb,Scales,Bb,0
507716,28590,Trombone,Scales-Eb,Scales,Eb,0
507717,28590,Trombone,Scales-Ab,Scales,Ab,0
507718,28590,Trombone,Scales-Db,Scales,Db,0
507757,29003,Trombone,Scales-Db,Scales,Db,0
507763,30944,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",12
507764,30944,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10
507765,30944,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
507766,30944,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
507767,30944,Bb Clarinet,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
507768,30944,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",11
507769,30944,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9
507770,30944,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
507771,30944,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
507772,30944,Bb Clarinet,Technical Etude-Articulation,Technical Etude,Articulation,1
507773,30944,Bb Clarinet,Scales-Chromatic,Scales,Chromatic,9
507774,30944,Bb Clarinet,Scales-G,Scales,G,4
507775,30944,Bb Clarinet,Scales-C,Scales,C,4
507776,30944,Bb Clarinet,Scales-F,Scales,F,3
507777,30944,Bb Clarinet,Scales-Bb,Scales,Bb,4
507778,30944,Bb Clarinet,Scales-Eb,Scales,Eb,7
507779,30944,Bb Clarinet,Scales-Ab,Scales,Ab,2
507780,30944,Bb Clarinet,Scales-Db,Scales,Db,1
507781,30944,Bb Clarinet,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,15
507782,30944,Bb Clarinet,Scales-Tone Quality,Scales,Tone Quality,10
507783,30944,Bb Clarinet,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",7
507784,30944,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4
507785,30944,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3
507786,30944,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",1
507787,30944,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
507788,30944,Bb Clarinet,Sight-Reading-Artistry,Sight-Reading,Artistry,0
507789,32737,Alto Saxophone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",6
507790,32737,Alto Saxophone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,6
507791,32737,Alto Saxophone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
507792,32737,Alto Saxophone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
507793,32737,Alto Saxophone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
507794,32737,Alto Saxophone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",10
507795,32737,Alto Saxophone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,6
507796,32737,Alto Saxophone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9
507797,32737,Alto Saxophone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
507798,32737,Alto Saxophone,Technical Etude-Articulation,Technical Etude,Articulation,3
507799,32737,Alto Saxophone,Scales-Chromatic,Scales,Chromatic,10
507800,32737,Alto Saxophone,Scales-G,Scales,G,3
507801,32737,Alto Saxophone,Scales-C,Scales,C,0
507802,32737,Alto Saxophone,Scales-F,Scales,F,4
507803,32737,Alto Saxophone,Scales-Bb,Scales,Bb,0
507804,32737,Alto Saxophone,Scales-Eb,Scales,Eb,3
507805,32737,Alto Saxophone,Scales-Ab,Scales,Ab,5
507806,32737,Alto Saxophone,Scales-Db,Scales,Db,3
507807,32737,Alto Saxophone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,25
507808,32737,Alto Saxophone,Scales-Tone Quality,Scales,Tone Quality,7
507809,32737,Alto Saxophone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
507810,32737,Alto Saxophone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,8
507811,32737,Alto Saxophone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,6
507812,32737,Alto Saxophone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
507813,32737,Alto Saxophone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
507814,32737,Alto Saxophone,Sight-Reading-Artistry,Sight-Reading,Artistry,2
507835,29336,Trombone,Scales-Chromatic,Scales,Chromatic,4
507836,29336,Trombone,Scales-G,Scales,G,0
507837,29336,Trombone,Scales-C,Scales,C,0
507838,29336,Trombone,Scales-F,Scales,F,2
507862,29336,Trombone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
507863,29336,Trombone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8
507864,29336,Trombone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
507865,29336,Trombone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
507866,29336,Trombone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
507867,29336,Trombone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",8
507868,29336,Trombone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
507869,29336,Trombone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
507870,29336,Trombone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
507871,29336,Trombone,Technical Etude-Articulation,Technical Etude,Articulation,2
507872,29336,Trombone,Scales-Bb,Scales,Bb,0
507873,29336,Trombone,Scales-Eb,Scales,Eb,1
507874,29336,Trombone,Scales-Ab,Scales,Ab,0
507875,29336,Trombone,Scales-Db,Scales,Db,0
507876,29336,Trombone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,18
507877,29336,Trombone,Scales-Tone Quality,Scales,Tone Quality,9
507878,29336,Trombone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",4
507879,29336,Trombone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2
507880,29336,Trombone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
507881,29336,Trombone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
507882,29336,Trombone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
507883,29336,Trombone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
507926,33027,Alto Saxophone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",5
507927,33027,Alto Saxophone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
507928,33027,Alto Saxophone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9
507929,33027,Alto Saxophone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
507930,33027,Alto Saxophone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,1
507931,33027,Alto Saxophone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",5
507932,33027,Alto Saxophone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
507933,33027,Alto Saxophone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
507934,33027,Alto Saxophone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
507935,33027,Alto Saxophone,Technical Etude-Articulation,Technical Etude,Articulation,2
507936,33027,Alto Saxophone,Scales-Chromatic,Scales,Chromatic,8
507937,33027,Alto Saxophone,Scales-G,Scales,G,3
507938,33027,Alto Saxophone,Scales-C,Scales,C,0
507939,33027,Alto Saxophone,Scales-F,Scales,F,3
507940,33027,Alto Saxophone,Scales-Bb,Scales,Bb,0
507941,33027,Alto Saxophone,Scales-Eb,Scales,Eb,3
507942,33027,Alto Saxophone,Scales-Ab,Scales,Ab,2
507943,33027,Alto Saxophone,Scales-Db,Scales,Db,2
507944,33027,Alto Saxophone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,22
507945,33027,Alto Saxophone,Scales-Tone Quality,Scales,Tone Quality,6
507946,33027,Alto Saxophone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
507947,33027,Alto Saxophone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6
507948,33027,Alto Saxophone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3
507949,33027,Alto Saxophone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
507950,33027,Alto Saxophone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
507951,33027,Alto Saxophone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
508001,29455,Trombone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
508002,29455,Trombone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8
508003,29455,Trombone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
508004,29455,Trombone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,6
508005,29455,Trombone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
508006,29455,Trombone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",14
508007,29455,Trombone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9
508008,29455,Trombone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
508009,29455,Trombone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
508010,29455,Trombone,Technical Etude-Articulation,Technical Etude,Articulation,3
508011,29455,Trombone,Scales-Chromatic,Scales,Chromatic,12
508012,29455,Trombone,Scales-G,Scales,G,3
508013,29455,Trombone,Scales-C,Scales,C,0
508014,29455,Trombone,Scales-F,Scales,F,4
508015,29455,Trombone,Scales-Bb,Scales,Bb,0
508016,29455,Trombone,Scales-Eb,Scales,Eb,0
508017,29455,Trombone,Scales-Ab,Scales,Ab,3
508018,29455,Trombone,Scales-Db,Scales,Db,0
508019,29455,Trombone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,26
508020,29455,Trombone,Scales-Tone Quality,Scales,Tone Quality,10
508021,29455,Trombone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",8
508022,29455,Trombone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5
508023,29455,Trombone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7
508024,29455,Trombone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",5
508025,29455,Trombone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
508026,29455,Trombone,Sight-Reading-Artistry,Sight-Reading,Artistry,2
508027,31121,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",7
508028,31121,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,4
508029,31121,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,4
508030,31121,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",9
508031,31121,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,4
508032,31121,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,6
508033,31121,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",13
508034,31121,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,6
508035,31121,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,8
508036,31121,Percussion,Scales-Chromatic,Scales,Chromatic,9
508037,31121,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,31
508038,31121,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,24
508039,31121,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",8
508040,31121,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
508041,31121,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,3
508042,31121,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,2
508043,31121,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,3
508044,31121,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2
508045,31121,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,3
508046,31121,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
508047,31121,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
508048,31121,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
508139,29462,Trombone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",7
508140,29462,Trombone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
508141,29462,Trombone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
508142,29462,Trombone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
508143,29462,Trombone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
508144,29462,Trombone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",7
508145,29462,Trombone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
508146,29462,Trombone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,4
508147,29462,Trombone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7
508148,29462,Trombone,Technical Etude-Articulation,Technical Etude,Articulation,1
508149,29462,Trombone,Scales-Chromatic,Scales,Chromatic,8
508150,29462,Trombone,Scales-G,Scales,G,1
508151,29462,Trombone,Scales-C,Scales,C,0
508152,29462,Trombone,Scales-F,Scales,F,2
508153,29462,Trombone,Scales-Bb,Scales,Bb,0
508154,29462,Trombone,Scales-Eb,Scales,Eb,0
508155,29462,Trombone,Scales-Ab,Scales,Ab,1
508156,29462,Trombone,Scales-Db,Scales,Db,0
508157,29462,Trombone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,21
508158,29462,Trombone,Scales-Tone Quality,Scales,Tone Quality,9
508159,29462,Trombone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",3
508160,29462,Trombone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2
508161,29462,Trombone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
508162,29462,Trombone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
508163,29462,Trombone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
508164,29462,Trombone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
508196,31140,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",16
508197,31140,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,6
508198,31140,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,9
508199,31140,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",14
508200,31140,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,5
508201,31140,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,7
508265,31140,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",8
508266,31140,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,3
508267,31140,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,5
508268,31140,Percussion,Scales-Chromatic,Scales,Chromatic,7
508269,31140,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,24
508270,31140,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,34
508271,31140,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",5
508272,31140,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
508273,31140,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,3
508274,31140,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,2
508275,31140,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,3
508276,31140,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2
508277,31140,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,3
508278,31140,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
508279,31140,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
508280,31140,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
508281,29639,Trombone,Scales-Chromatic,Scales,Chromatic,7
508282,29639,Trombone,Scales-G,Scales,G,1
508283,29639,Trombone,Scales-C,Scales,C,0
508284,29639,Trombone,Scales-F,Scales,F,2
508285,29639,Trombone,Scales-Bb,Scales,Bb,1
508286,29639,Trombone,Scales-Eb,Scales,Eb,1
508287,29639,Trombone,Scales-Ab,Scales,Ab,1
508288,29639,Trombone,Scales-Db,Scales,Db,1
508289,29639,Trombone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,20
508290,29639,Trombone,Scales-Tone Quality,Scales,Tone Quality,9
508291,29639,Trombone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
508292,29639,Trombone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",10
508293,29639,Trombone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
508294,29639,Trombone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
508295,29639,Trombone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
508296,29639,Trombone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,1
508297,29639,Trombone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2
508298,29639,Trombone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
508299,29639,Trombone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
508300,29639,Trombone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
508301,29639,Trombone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
508334,29639,Trombone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",8
508335,29639,Trombone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
508336,29639,Trombone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
508337,29639,Trombone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
508338,29639,Trombone,Technical Etude-Articulation,Technical Etude,Articulation,1
508399,29642,Trombone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",14
508400,29642,Trombone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10
508401,29642,Trombone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7
508402,29642,Trombone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9
508403,29642,Trombone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,3
508404,29642,Trombone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",13
508405,29642,Trombone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9
508406,29642,Trombone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
508407,29642,Trombone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
508408,29642,Trombone,Technical Etude-Articulation,Technical Etude,Articulation,3
508409,29642,Trombone,Scales-Chromatic,Scales,Chromatic,9
508410,29642,Trombone,Scales-G,Scales,G,1
508411,29642,Trombone,Scales-C,Scales,C,0
508412,29642,Trombone,Scales-F,Scales,F,3
508413,29642,Trombone,Scales-Bb,Scales,Bb,0
508414,29642,Trombone,Scales-Eb,Scales,Eb,0
508415,29642,Trombone,Scales-Ab,Scales,Ab,0
508416,29642,Trombone,Scales-Db,Scales,Db,0
508417,29642,Trombone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,26
508418,29642,Trombone,Scales-Tone Quality,Scales,Tone Quality,10
508419,29642,Trombone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",7
508420,29642,Trombone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2
508421,29642,Trombone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
508422,29642,Trombone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
508423,29642,Trombone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
508424,29642,Trombone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
508460,29759,Trombone,Scales-Chromatic,Scales,Chromatic,10
508461,29759,Trombone,Scales-G,Scales,G,1
508462,29759,Trombone,Scales-C,Scales,C,0
508463,29759,Trombone,Scales-F,Scales,F,1
508464,29759,Trombone,Scales-Bb,Scales,Bb,0
508465,29759,Trombone,Scales-Eb,Scales,Eb,0
508466,29759,Trombone,Scales-Ab,Scales,Ab,2
508467,29759,Trombone,Scales-Db,Scales,Db,0
508468,29759,Trombone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,23
508469,29759,Trombone,Scales-Tone Quality,Scales,Tone Quality,10
508470,29759,Trombone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
508484,29759,Trombone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",11
508485,29759,Trombone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9
508486,29759,Trombone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
508487,29759,Trombone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8
508488,29759,Trombone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
508489,29759,Trombone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",10
508490,29759,Trombone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8
508491,29759,Trombone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8
508492,29759,Trombone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6
508493,29759,Trombone,Technical Etude-Articulation,Technical Etude,Articulation,2
508494,29759,Trombone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2
508495,29759,Trombone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
508496,29759,Trombone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
508497,29759,Trombone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2
508498,29759,Trombone,Sight-Reading-Artistry,Sight-Reading,Artistry,2
508499,31147,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",6
508500,31147,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,4
508501,31147,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,4
508502,31147,Percussion,Scales-Chromatic,Scales,Chromatic,3
508503,31147,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,40
508504,31147,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,13
