ScoreID,Student,Instrument,ScoreGroup,Description,Score
899241,53278,Alto Saxophone,Sight-Reading,Tone Quality,5
899242,53278,Alto Saxophone,Sight-Reading,Note Accuracy,7
899243,53278,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,4
899244,53278,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",3
858973,53285,Trumpet,Lyrical Etude,Tone Quality,5
858974,53285,Trumpet,Lyrical Etude,Note Accuracy,5
858975,53285,Trumpet,Lyrical Etude,Rhythmic Accuracy,6
858976,53285,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",4
858977,53285,Trumpet,Technical Etude,Tone Quality,6
858978,53285,Trumpet,Technical Etude,Note Accuracy,6
858979,53285,Trumpet,Technical Etude,Rhythmic Accuracy,7
858980,53285,Trumpet,Technical Etude,"Musicality, Tempo & Style",5
858981,53285,Trumpet,Chromatic Scale,Chromatic Scale,3
858990,53285,Trumpet,Major Scales,G,4
858991,53285,Trumpet,Major Scales,C,4
858992,53285,Trumpet,Major Scales,F,4
858993,53285,Trumpet,Major Scales,Bb,4
858994,53285,Trumpet,Major Scales,Eb,4
858995,53285,Trumpet,Major Scales,Ab,4
858996,53285,Trumpet,Major Scales,Db,4
858997,53285,Trumpet,Sight-Reading,Tone Quality,2
858998,53285,Trumpet,Sight-Reading,Note Accuracy,2
858999,53285,Trumpet,Sight-Reading,Rhythmic Accuracy,1
859000,53285,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",0
900873,53287,Flute,Lyrical Etude,Tone Quality,14
900874,53287,Flute,Lyrical Etude,Note Accuracy,9
900875,53287,Flute,Lyrical Etude,Rhythmic Accuracy,9
900876,53287,Flute,Lyrical Etude,"Musicallity, Tempo & Style",14
900877,53287,Flute,Technical Etude,Tone Quality,14
900878,53287,Flute,Technical Etude,Note Accuracy,7
900879,53287,Flute,Technical Etude,Rhythmic Accuracy,9
900880,53287,Flute,Technical Etude,"Musicality, Tempo & Style",13
900881,53287,Flute,Chromatic Scale,Chromatic Scale,13
900882,53287,Flute,Major Scales,G,10
900883,53287,Flute,Major Scales,C,13
900884,53287,Flute,Major Scales,F,10
900885,53287,Flute,Major Scales,Bb,9
900886,53287,Flute,Major Scales,Eb,10
900887,53287,Flute,Major Scales,Ab,9
900888,53287,Flute,Major Scales,Db,7
900889,53287,Flute,Sight-Reading,Tone Quality,6
900890,53287,Flute,Sight-Reading,Note Accuracy,6
900891,53287,Flute,Sight-Reading,Rhythmic Accuracy,8
900892,53287,Flute,Sight-Reading,"Musicallity, Tempo & Style",5
846726,53299,Trombone,Lyrical Etude,Tone Quality,10
846727,53299,Trombone,Lyrical Etude,Note Accuracy,7
846728,53299,Trombone,Lyrical Etude,Rhythmic Accuracy,7
846729,53299,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",9
846730,53299,Trombone,Technical Etude,Tone Quality,9
846731,53299,Trombone,Technical Etude,Note Accuracy,6
846732,53299,Trombone,Technical Etude,Rhythmic Accuracy,7
846733,53299,Trombone,Technical Etude,"Musicality, Tempo & Style",10
846734,53299,Trombone,Chromatic Scale,Chromatic Scale,6
846735,53299,Trombone,Major Scales,G,5
846736,53299,Trombone,Major Scales,C,3
846737,53299,Trombone,Major Scales,F,5
846738,53299,Trombone,Major Scales,Bb,3
846739,53299,Trombone,Major Scales,Eb,3
846740,53299,Trombone,Major Scales,Ab,3
846741,53299,Trombone,Major Scales,Db,3
846742,53299,Trombone,Sight-Reading,Tone Quality,6
846743,53299,Trombone,Sight-Reading,Note Accuracy,6
846744,53299,Trombone,Sight-Reading,Rhythmic Accuracy,6
846745,53299,Trombone,Sight-Reading,"Musicallity, Tempo & Style",6
897425,53300,Tuba,Lyrical Etude,Tone Quality,13
897426,53300,Tuba,Lyrical Etude,Note Accuracy,8
897427,53300,Tuba,Lyrical Etude,Rhythmic Accuracy,8
897428,53300,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",12
897429,53300,Tuba,Technical Etude,Tone Quality,13
897430,53300,Tuba,Technical Etude,Note Accuracy,8
897431,53300,Tuba,Technical Etude,Rhythmic Accuracy,8
897432,53300,Tuba,Technical Etude,"Musicality, Tempo & Style",12
897433,53300,Tuba,Chromatic Scale,Chromatic Scale,11
897434,53300,Tuba,Major Scales,G,6
897435,53300,Tuba,Major Scales,C,3
897436,53300,Tuba,Major Scales,F,7
897437,53300,Tuba,Major Scales,Bb,5
897438,53300,Tuba,Major Scales,Eb,4
897439,53300,Tuba,Major Scales,Ab,6
897440,53300,Tuba,Major Scales,Db,4
897441,53300,Tuba,Sight-Reading,Tone Quality,7
897442,53300,Tuba,Sight-Reading,Note Accuracy,6
897443,53300,Tuba,Sight-Reading,Rhythmic Accuracy,5
897444,53300,Tuba,Sight-Reading,"Musicallity, Tempo & Style",5
935703,53306,Oboe,Lyrical Etude,Tone Quality,2
935704,53306,Oboe,Lyrical Etude,Note Accuracy,7
935705,53306,Oboe,Lyrical Etude,Rhythmic Accuracy,7
935706,53306,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",7
935707,53306,Oboe,Technical Etude,Tone Quality,2
935708,53306,Oboe,Technical Etude,Note Accuracy,5
935709,53306,Oboe,Technical Etude,Rhythmic Accuracy,5
935710,53306,Oboe,Technical Etude,"Musicality, Tempo & Style",5
935711,53306,Oboe,Chromatic Scale,Chromatic Scale,5
935712,53306,Oboe,Major Scales,G,3
935713,53306,Oboe,Major Scales,C,4
935714,53306,Oboe,Major Scales,F,3
935715,53306,Oboe,Major Scales,Bb,3
935716,53306,Oboe,Major Scales,Eb,3
935717,53306,Oboe,Major Scales,Ab,3
935718,53306,Oboe,Major Scales,Db,3
935719,53306,Oboe,Sight-Reading,Tone Quality,1
935720,53306,Oboe,Sight-Reading,Note Accuracy,1
935721,53306,Oboe,Sight-Reading,Rhythmic Accuracy,1
935722,53306,Oboe,Sight-Reading,"Musicallity, Tempo & Style",0
859009,53307,Trumpet,Lyrical Etude,Tone Quality,13
859010,53307,Trumpet,Lyrical Etude,Note Accuracy,9
859011,53307,Trumpet,Lyrical Etude,Rhythmic Accuracy,10
859012,53307,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",6
859013,53307,Trumpet,Technical Etude,Tone Quality,5
859023,53307,Trumpet,Technical Etude,Note Accuracy,6
859024,53307,Trumpet,Technical Etude,Rhythmic Accuracy,6
859014,53307,Trumpet,Technical Etude,"Musicality, Tempo & Style",5
859025,53307,Trumpet,Chromatic Scale,Chromatic Scale,6
859026,53307,Trumpet,Major Scales,G,3
859027,53307,Trumpet,Major Scales,C,2
859028,53307,Trumpet,Major Scales,F,5
859029,53307,Trumpet,Major Scales,Bb,4
859030,53307,Trumpet,Major Scales,Eb,4
859031,53307,Trumpet,Major Scales,Ab,4
859032,53307,Trumpet,Major Scales,Db,4
859041,53307,Trumpet,Sight-Reading,Tone Quality,2
859042,53307,Trumpet,Sight-Reading,Note Accuracy,2
859043,53307,Trumpet,Sight-Reading,Rhythmic Accuracy,1
859044,53307,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",0
899050,53309,Alto Saxophone,Lyrical Etude,Tone Quality,11
899051,53309,Alto Saxophone,Lyrical Etude,Note Accuracy,9
899052,53309,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,10
899053,53309,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",9
899054,53309,Alto Saxophone,Technical Etude,Tone Quality,10
899055,53309,Alto Saxophone,Technical Etude,Note Accuracy,9
899056,53309,Alto Saxophone,Technical Etude,Rhythmic Accuracy,9
899057,53309,Alto Saxophone,Technical Etude,"Musicality, Tempo & Style",9
899058,53309,Alto Saxophone,Chromatic Scale,Chromatic Scale,12
899059,53309,Alto Saxophone,Major Scales,G,8
899060,53309,Alto Saxophone,Major Scales,C,5
899061,53309,Alto Saxophone,Major Scales,F,9
899062,53309,Alto Saxophone,Major Scales,Bb,4
899063,53309,Alto Saxophone,Major Scales,Eb,7
899064,53309,Alto Saxophone,Major Scales,Ab,6
899065,53309,Alto Saxophone,Major Scales,Db,9
899066,53309,Alto Saxophone,Sight-Reading,Tone Quality,5
899067,53309,Alto Saxophone,Sight-Reading,Note Accuracy,9
899068,53309,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,6
899069,53309,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",5
900893,53318,Flute,Lyrical Etude,Tone Quality,12
900894,53318,Flute,Lyrical Etude,Note Accuracy,9
900895,53318,Flute,Lyrical Etude,Rhythmic Accuracy,9
900896,53318,Flute,Lyrical Etude,"Musicallity, Tempo & Style",5
900897,53318,Flute,Technical Etude,Tone Quality,11
900898,53318,Flute,Technical Etude,Note Accuracy,7
900899,53318,Flute,Technical Etude,Rhythmic Accuracy,9
900900,53318,Flute,Technical Etude,"Musicality, Tempo & Style",12
900922,53318,Flute,Chromatic Scale,Chromatic Scale,10
900923,53318,Flute,Major Scales,G,7
900924,53318,Flute,Major Scales,C,12
900925,53318,Flute,Major Scales,F,7
900926,53318,Flute,Major Scales,Bb,6
900927,53318,Flute,Major Scales,Eb,7
900928,53318,Flute,Major Scales,Ab,8
900933,53318,Flute,Major Scales,Db,8
900934,53318,Flute,Sight-Reading,Tone Quality,4
900935,53318,Flute,Sight-Reading,Note Accuracy,7
900936,53318,Flute,Sight-Reading,Rhythmic Accuracy,5
900937,53318,Flute,Sight-Reading,"Musicallity, Tempo & Style",1
879055,53321,Bb Clarinet,Lyrical Etude,Tone Quality,17
879056,53321,Bb Clarinet,Lyrical Etude,Note Accuracy,10
879057,53321,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,9
879058,53321,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",16
879059,53321,Bb Clarinet,Technical Etude,Tone Quality,17
879060,53321,Bb Clarinet,Technical Etude,Note Accuracy,10
879061,53321,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
879062,53321,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",11
879063,53321,Bb Clarinet,Chromatic Scale,Chromatic Scale,15
879064,53321,Bb Clarinet,Major Scales,G,10
879065,53321,Bb Clarinet,Major Scales,C,10
879066,53321,Bb Clarinet,Major Scales,F,12
879067,53321,Bb Clarinet,Major Scales,Bb,9
879068,53321,Bb Clarinet,Major Scales,Eb,14
879069,53321,Bb Clarinet,Major Scales,Ab,10
879070,53321,Bb Clarinet,Major Scales,Db,9
879071,53321,Bb Clarinet,Sight-Reading,Tone Quality,7
879072,53321,Bb Clarinet,Sight-Reading,Note Accuracy,10
879073,53321,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,10
879074,53321,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",8
900938,53331,Flute,Lyrical Etude,Tone Quality,15
900939,53331,Flute,Lyrical Etude,Note Accuracy,9
900940,53331,Flute,Lyrical Etude,Rhythmic Accuracy,9
900941,53331,Flute,Lyrical Etude,"Musicallity, Tempo & Style",14
900942,53331,Flute,Technical Etude,Tone Quality,16
900943,53331,Flute,Technical Etude,Note Accuracy,10
900944,53331,Flute,Technical Etude,Rhythmic Accuracy,10
900945,53331,Flute,Technical Etude,"Musicality, Tempo & Style",15
900946,53331,Flute,Chromatic Scale,Chromatic Scale,14
900947,53331,Flute,Major Scales,G,10
900948,53331,Flute,Major Scales,C,9
900949,53331,Flute,Major Scales,F,10
900950,53331,Flute,Major Scales,Bb,8
900951,53331,Flute,Major Scales,Eb,9
900952,53331,Flute,Major Scales,Ab,8
900953,53331,Flute,Major Scales,Db,9
900954,53331,Flute,Sight-Reading,Tone Quality,9
900955,53331,Flute,Sight-Reading,Note Accuracy,7
900956,53331,Flute,Sight-Reading,Rhythmic Accuracy,5
900957,53331,Flute,Sight-Reading,"Musicallity, Tempo & Style",7
901910,53333,Alto Saxophone,Lyrical Etude,Tone Quality,7
901911,53333,Alto Saxophone,Lyrical Etude,Note Accuracy,9
901912,53333,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,8
901913,53333,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",6
901914,53333,Alto Saxophone,Technical Etude,Tone Quality,6
901915,53333,Alto Saxophone,Technical Etude,Note Accuracy,8
901916,53333,Alto Saxophone,Technical Etude,Rhythmic Accuracy,5
901917,53333,Alto Saxophone,Technical Etude,"Musicality, Tempo & Style",4
901918,53333,Alto Saxophone,Chromatic Scale,Chromatic Scale,10
901919,53333,Alto Saxophone,Major Scales,G,0
901920,53333,Alto Saxophone,Major Scales,C,0
901921,53333,Alto Saxophone,Major Scales,F,0
901922,53333,Alto Saxophone,Major Scales,Bb,0
901923,53333,Alto Saxophone,Major Scales,Eb,0
901924,53333,Alto Saxophone,Major Scales,Ab,0
901925,53333,Alto Saxophone,Major Scales,Db,0
901926,53333,Alto Saxophone,Sight-Reading,Tone Quality,4
901927,53333,Alto Saxophone,Sight-Reading,Note Accuracy,6
901928,53333,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,4
901929,53333,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",2
879075,53334,Bb Clarinet,Lyrical Etude,Tone Quality,16
879076,53334,Bb Clarinet,Lyrical Etude,Note Accuracy,9
879077,53334,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,9
879078,53334,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",15
879079,53334,Bb Clarinet,Technical Etude,Tone Quality,16
879080,53334,Bb Clarinet,Technical Etude,Note Accuracy,10
879081,53334,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
879082,53334,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",15
879083,53334,Bb Clarinet,Chromatic Scale,Chromatic Scale,15
879084,53334,Bb Clarinet,Major Scales,G,10
879085,53334,Bb Clarinet,Major Scales,C,9
879086,53334,Bb Clarinet,Major Scales,F,10
879087,53334,Bb Clarinet,Major Scales,Bb,10
879088,53334,Bb Clarinet,Major Scales,Eb,10
879089,53334,Bb Clarinet,Major Scales,Ab,9
879090,53334,Bb Clarinet,Major Scales,Db,8
879091,53334,Bb Clarinet,Sight-Reading,Tone Quality,6
879092,53334,Bb Clarinet,Sight-Reading,Note Accuracy,9
879093,53334,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,5
879094,53334,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",3
891088,53336,Percussion,Mallet Etude,Note Accuracy & Tone,7
891089,53336,Percussion,Mallet Etude,Rhythmic Accuracy,7
891090,53336,Percussion,Mallet Etude,"Musicality, Tempo, & Style",11
891091,53336,Percussion,Snare Etude,Rudimental Accuracy,6
891092,53336,Percussion,Snare Etude,Rhythmic Accuracy,5
891093,53336,Percussion,Snare Etude,"Musicality, Tempo, & Style",9
891094,53336,Percussion,Timpani Etude,Tuning Accuracy,7
891095,53336,Percussion,Timpani Etude,Rhythmic Accuracy,7
891096,53336,Percussion,Timpani Etude,"Musicality, Tempo, & Style",13
891097,53336,Percussion,Chromatic Scale,Chromatic Scale,8
891098,53336,Percussion,Major Scales,G,8
891099,53336,Percussion,Major Scales,C,8
891100,53336,Percussion,Major Scales,F,8
891101,53336,Percussion,Major Scales,Bb,7
891102,53336,Percussion,Major Scales,Eb,8
891103,53336,Percussion,Major Scales,Ab,8
891104,53336,Percussion,Major Scales,Db,8
891142,53336,Percussion,Reading-Mallet,Note Accuracy & Tone,7
891143,53336,Percussion,Reading-Mallet,Rhythmic Accuracy,8
891144,53336,Percussion,Reading-Mallet,"Musicality, Tempo & Style",5
891145,53336,Percussion,Reading-Snare,Note Accuracy & Tone,3
891146,53336,Percussion,Reading-Snare,Rhythmic Accuracy,4
891147,53336,Percussion,Reading-Snare,"Musicality, Tempo, & Style",2
900958,53337,Flute,Lyrical Etude,Tone Quality,9
900959,53337,Flute,Lyrical Etude,Note Accuracy,8
900960,53337,Flute,Lyrical Etude,Rhythmic Accuracy,9
900961,53337,Flute,Lyrical Etude,"Musicallity, Tempo & Style",7
900962,53337,Flute,Technical Etude,Tone Quality,9
900963,53337,Flute,Technical Etude,Note Accuracy,8
900964,53337,Flute,Technical Etude,Rhythmic Accuracy,9
900965,53337,Flute,Technical Etude,"Musicality, Tempo & Style",10
900966,53337,Flute,Chromatic Scale,Chromatic Scale,11
900967,53337,Flute,Major Scales,G,7
900968,53337,Flute,Major Scales,C,9
900969,53337,Flute,Major Scales,F,8
900970,53337,Flute,Major Scales,Bb,6
900971,53337,Flute,Major Scales,Eb,6
900972,53337,Flute,Major Scales,Ab,7
900973,53337,Flute,Major Scales,Db,6
900974,53337,Flute,Sight-Reading,Tone Quality,3
900975,53337,Flute,Sight-Reading,Note Accuracy,4
900976,53337,Flute,Sight-Reading,Rhythmic Accuracy,3
900977,53337,Flute,Sight-Reading,"Musicallity, Tempo & Style",0
891200,53338,Percussion,Mallet Etude,Note Accuracy & Tone,6
891201,53338,Percussion,Mallet Etude,Rhythmic Accuracy,6
891202,53338,Percussion,Mallet Etude,"Musicality, Tempo, & Style",11
891203,53338,Percussion,Snare Etude,Rudimental Accuracy,6
891204,53338,Percussion,Snare Etude,Rhythmic Accuracy,5
891205,53338,Percussion,Snare Etude,"Musicality, Tempo, & Style",10
891206,53338,Percussion,Timpani Etude,Tuning Accuracy,5
891207,53338,Percussion,Timpani Etude,Rhythmic Accuracy,5
891208,53338,Percussion,Timpani Etude,"Musicality, Tempo, & Style",11
891209,53338,Percussion,Chromatic Scale,Chromatic Scale,5
891210,53338,Percussion,Major Scales,G,8
891211,53338,Percussion,Major Scales,C,8
891265,53338,Percussion,Major Scales,F,8
891266,53338,Percussion,Major Scales,Bb,8
891267,53338,Percussion,Major Scales,Eb,8
891268,53338,Percussion,Major Scales,Ab,8
891269,53338,Percussion,Major Scales,Db,8
891270,53338,Percussion,Reading-Mallet,Note Accuracy & Tone,5
891271,53338,Percussion,Reading-Mallet,Rhythmic Accuracy,2
891272,53338,Percussion,Reading-Mallet,"Musicality, Tempo & Style",2
891273,53338,Percussion,Reading-Snare,Note Accuracy & Tone,2
891274,53338,Percussion,Reading-Snare,Rhythmic Accuracy,2
891275,53338,Percussion,Reading-Snare,"Musicality, Tempo, & Style",1
935731,53339,Oboe,Lyrical Etude,Tone Quality,2
935732,53339,Oboe,Lyrical Etude,Note Accuracy,5
935733,53339,Oboe,Lyrical Etude,Rhythmic Accuracy,5
935734,53339,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",5
935735,53339,Oboe,Technical Etude,Tone Quality,2
935736,53339,Oboe,Technical Etude,Note Accuracy,2
935737,53339,Oboe,Technical Etude,Rhythmic Accuracy,2
935738,53339,Oboe,Technical Etude,"Musicality, Tempo & Style",2
935739,53339,Oboe,Chromatic Scale,Chromatic Scale,6
935740,53339,Oboe,Major Scales,G,2
935741,53339,Oboe,Major Scales,C,5
935742,53339,Oboe,Major Scales,F,5
935743,53339,Oboe,Major Scales,Bb,6
935744,53339,Oboe,Major Scales,Eb,2
935745,53339,Oboe,Major Scales,Ab,2
935746,53339,Oboe,Major Scales,Db,2
935747,53339,Oboe,Sight-Reading,Tone Quality,2
935748,53339,Oboe,Sight-Reading,Note Accuracy,2
935749,53339,Oboe,Sight-Reading,Rhythmic Accuracy,2
935750,53339,Oboe,Sight-Reading,"Musicallity, Tempo & Style",0
900978,53340,Flute,Lyrical Etude,Tone Quality,5
900979,53340,Flute,Lyrical Etude,Note Accuracy,7
900980,53340,Flute,Lyrical Etude,Rhythmic Accuracy,2
900981,53340,Flute,Lyrical Etude,"Musicallity, Tempo & Style",4
900982,53340,Flute,Technical Etude,Tone Quality,5
900983,53340,Flute,Technical Etude,Note Accuracy,3
900984,53340,Flute,Technical Etude,Rhythmic Accuracy,2
900985,53340,Flute,Technical Etude,"Musicality, Tempo & Style",4
900986,53340,Flute,Chromatic Scale,Chromatic Scale,9
900987,53340,Flute,Major Scales,G,4
900988,53340,Flute,Major Scales,C,7
900989,53340,Flute,Major Scales,F,4
900990,53340,Flute,Major Scales,Bb,3
900991,53340,Flute,Major Scales,Eb,3
900992,53340,Flute,Major Scales,Ab,3
900994,53340,Flute,Major Scales,Db,6
900993,53340,Flute,Sight-Reading,Tone Quality,3
900995,53340,Flute,Sight-Reading,Note Accuracy,5
900996,53340,Flute,Sight-Reading,Rhythmic Accuracy,2
900997,53340,Flute,Sight-Reading,"Musicallity, Tempo & Style",0
859045,53341,Trumpet,Lyrical Etude,Tone Quality,4
859046,53341,Trumpet,Lyrical Etude,Note Accuracy,4
859047,53341,Trumpet,Lyrical Etude,Rhythmic Accuracy,4
859048,53341,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",4
859057,53341,Trumpet,Technical Etude,Tone Quality,2
859058,53341,Trumpet,Technical Etude,Note Accuracy,3
859059,53341,Trumpet,Technical Etude,Rhythmic Accuracy,3
859060,53341,Trumpet,Technical Etude,"Musicality, Tempo & Style",1
859061,53341,Trumpet,Chromatic Scale,Chromatic Scale,4
859062,53341,Trumpet,Major Scales,G,1
859063,53341,Trumpet,Major Scales,C,1
859064,53341,Trumpet,Major Scales,F,1
859065,53341,Trumpet,Major Scales,Bb,2
859066,53341,Trumpet,Major Scales,Eb,1
859067,53341,Trumpet,Major Scales,Ab,2
859068,53341,Trumpet,Major Scales,Db,2
859069,53341,Trumpet,Sight-Reading,Tone Quality,0
859079,53341,Trumpet,Sight-Reading,Note Accuracy,2
859070,53341,Trumpet,Sight-Reading,Rhythmic Accuracy,1
859080,53341,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",1
846856,53342,Trombone,Lyrical Etude,Tone Quality,13
846857,53342,Trombone,Lyrical Etude,Note Accuracy,7
846858,53342,Trombone,Lyrical Etude,Rhythmic Accuracy,8
846859,53342,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",14
846860,53342,Trombone,Technical Etude,Tone Quality,12
846861,53342,Trombone,Technical Etude,Note Accuracy,7
846862,53342,Trombone,Technical Etude,Rhythmic Accuracy,7
846863,53342,Trombone,Technical Etude,"Musicality, Tempo & Style",13
846864,53342,Trombone,Chromatic Scale,Chromatic Scale,10
846865,53342,Trombone,Major Scales,G,7
846866,53342,Trombone,Major Scales,C,6
846867,53342,Trombone,Major Scales,F,7
846868,53342,Trombone,Major Scales,Bb,7
846869,53342,Trombone,Major Scales,Eb,5
846870,53342,Trombone,Major Scales,Ab,6
846871,53342,Trombone,Major Scales,Db,5
846872,53342,Trombone,Sight-Reading,Tone Quality,6
846873,53342,Trombone,Sight-Reading,Note Accuracy,5
846874,53342,Trombone,Sight-Reading,Rhythmic Accuracy,5
846875,53342,Trombone,Sight-Reading,"Musicallity, Tempo & Style",4
875321,53343,French Horn,Lyrical Etude,Tone Quality,11
875322,53343,French Horn,Lyrical Etude,Note Accuracy,6
875323,53343,French Horn,Lyrical Etude,Rhythmic Accuracy,8
875324,53343,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",9
875325,53343,French Horn,Technical Etude,Tone Quality,12
875326,53343,French Horn,Technical Etude,Note Accuracy,5
875327,53343,French Horn,Technical Etude,Rhythmic Accuracy,7
875328,53343,French Horn,Technical Etude,"Musicality, Tempo & Style",9
875379,53343,French Horn,Chromatic Scale,Chromatic Scale,12
875380,53343,French Horn,Major Scales,G,7
875381,53343,French Horn,Major Scales,C,6
875382,53343,French Horn,Major Scales,F,5
875383,53343,French Horn,Major Scales,Bb,5
875384,53343,French Horn,Major Scales,Eb,4
875385,53343,French Horn,Major Scales,Ab,3
875386,53343,French Horn,Major Scales,Db,2
875387,53343,French Horn,Sight-Reading,Tone Quality,6
875388,53343,French Horn,Sight-Reading,Note Accuracy,5
875389,53343,French Horn,Sight-Reading,Rhythmic Accuracy,6
875390,53343,French Horn,Sight-Reading,"Musicallity, Tempo & Style",5
900059,53344,Alto Saxophone,Lyrical Etude,Tone Quality,6
900060,53344,Alto Saxophone,Lyrical Etude,Note Accuracy,9
900061,53344,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,6
900062,53344,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",4
900063,53344,Alto Saxophone,Technical Etude,Tone Quality,7
900064,53344,Alto Saxophone,Technical Etude,Note Accuracy,9
900065,53344,Alto Saxophone,Technical Etude,Rhythmic Accuracy,8
900066,53344,Alto Saxophone,Technical Etude,"Musicality, Tempo & Style",6
900067,53344,Alto Saxophone,Chromatic Scale,Chromatic Scale,9
900068,53344,Alto Saxophone,Major Scales,G,6
900069,53344,Alto Saxophone,Major Scales,C,3
900070,53344,Alto Saxophone,Major Scales,F,6
900071,53344,Alto Saxophone,Major Scales,Bb,3
900072,53344,Alto Saxophone,Major Scales,Eb,6
900073,53344,Alto Saxophone,Major Scales,Ab,5
900074,53344,Alto Saxophone,Major Scales,Db,6
900075,53344,Alto Saxophone,Sight-Reading,Tone Quality,3
900076,53344,Alto Saxophone,Sight-Reading,Note Accuracy,7
900077,53344,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,4
900078,53344,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",2
859081,53345,Trumpet,Lyrical Etude,Tone Quality,6
859082,53345,Trumpet,Lyrical Etude,Note Accuracy,7
859083,53345,Trumpet,Lyrical Etude,Rhythmic Accuracy,7
859084,53345,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",5
859093,53345,Trumpet,Technical Etude,Tone Quality,5
859094,53345,Trumpet,Technical Etude,Note Accuracy,7
859095,53345,Trumpet,Technical Etude,Rhythmic Accuracy,7
859096,53345,Trumpet,Technical Etude,"Musicality, Tempo & Style",3
859097,53345,Trumpet,Chromatic Scale,Chromatic Scale,8
859098,53345,Trumpet,Major Scales,G,4
859099,53345,Trumpet,Major Scales,C,1
859100,53345,Trumpet,Major Scales,F,4
859101,53345,Trumpet,Major Scales,Bb,3
859102,53345,Trumpet,Major Scales,Eb,3
859103,53345,Trumpet,Major Scales,Ab,4
859104,53345,Trumpet,Major Scales,Db,4
859113,53345,Trumpet,Sight-Reading,Tone Quality,0
859114,53345,Trumpet,Sight-Reading,Note Accuracy,0
859115,53345,Trumpet,Sight-Reading,Rhythmic Accuracy,0
859116,53345,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",0
864831,53347,Euphonium,Lyrical Etude,Tone Quality,11
864832,53347,Euphonium,Lyrical Etude,Note Accuracy,6
864833,53347,Euphonium,Lyrical Etude,Rhythmic Accuracy,7
864834,53347,Euphonium,Lyrical Etude,"Musicallity, Tempo & Style",9
864835,53347,Euphonium,Technical Etude,Tone Quality,10
864836,53347,Euphonium,Technical Etude,Note Accuracy,6
864837,53347,Euphonium,Technical Etude,Rhythmic Accuracy,6
864838,53347,Euphonium,Technical Etude,"Musicality, Tempo & Style",10
864839,53347,Euphonium,Chromatic Scale,Chromatic Scale,8
864840,53347,Euphonium,Major Scales,G,4
864841,53347,Euphonium,Major Scales,C,1
864842,53347,Euphonium,Major Scales,F,5
864843,53347,Euphonium,Major Scales,Bb,2
864844,53347,Euphonium,Major Scales,Eb,2
864845,53347,Euphonium,Major Scales,Ab,2
864846,53347,Euphonium,Major Scales,Db,2
864847,53347,Euphonium,Sight-Reading,Tone Quality,5
864848,53347,Euphonium,Sight-Reading,Note Accuracy,5
864849,53347,Euphonium,Sight-Reading,Rhythmic Accuracy,5
864850,53347,Euphonium,Sight-Reading,"Musicallity, Tempo & Style",4
879095,53348,Bb Clarinet,Lyrical Etude,Tone Quality,10
879096,53348,Bb Clarinet,Lyrical Etude,Note Accuracy,10
879097,53348,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,6
879098,53348,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",10
879099,53348,Bb Clarinet,Technical Etude,Tone Quality,10
879100,53348,Bb Clarinet,Technical Etude,Note Accuracy,10
879101,53348,Bb Clarinet,Technical Etude,Rhythmic Accuracy,7
