ScoreID,Student,Instrument,CategoryNew,ScoreGroup,Description,Score,MaxScore,NormalizedScore
499402,30372,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2,10.0,0.2
499403,30372,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,"Musicality, Tempo, & Style",3,15.0,0.2
499438,30406,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo, & Style",15,20.0,0.75
499439,30406,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy & Tone,8,10.0,0.8
499440,30406,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,8,10.0,0.8
499441,30406,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicality, Tempo, & Style",13,20.0,0.65
499442,30406,Percussion,Snare Etude-Note Accuracy,Snare Etude,Rudimental Accuracy,8,10.0,0.8
499443,30406,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,6,10.0,0.6
499444,30406,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",9,20.0,0.45
499445,30406,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Tuning Accuracy,5,10.0,0.5
499446,30406,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,4,10.0,0.4
499447,30406,Percussion,Scales-Chromatic,Chromatic Scale,Chromatic Scale,8,15.0,0.5333333333333333
499451,30406,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2,10.0,0.2
499452,30406,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,3,10.0,0.3
499453,30406,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,"Musicality, Tempo, & Style",2,15.0,0.13333333333333333
499454,30406,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,3,10.0,0.3
499455,30406,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2,10.0,0.2
499456,30406,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,"Musicality, Tempo, & Style",3,15.0,0.2
499739,29634,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",18,20.0,0.9
499740,29634,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,14,15.0,0.9333333333333333
499741,29634,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,10,10.0,1.0
499742,29634,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
499744,29634,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",17,20.0,0.85
499745,29634,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,14,15.0,0.9333333333333333
499746,29634,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9,10.0,0.9
499747,29634,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
499749,29634,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,14,15.0,0.9333333333333333
499750,29634,Bb Clarinet,Scales-G,Major Scales,G,4,8.0,0.5
499751,29634,Bb Clarinet,Scales-C,Major Scales,C,4,8.0,0.5
499752,29634,Bb Clarinet,Scales-F,Major Scales,F,5,8.0,0.625
499753,29634,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
499754,29634,Bb Clarinet,Scales-Eb,Major Scales,Eb,7,8.0,0.875
499755,29634,Bb Clarinet,Scales-Ab,Major Scales,Ab,5,8.0,0.625
499756,29634,Bb Clarinet,Scales-Db,Major Scales,Db,4,8.0,0.5
499760,29634,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,8,10.0,0.8
499761,29634,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
499762,29634,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",6,10.0,0.6
499763,29634,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3,5.0,0.6
499765,29635,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
499766,29635,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8,15.0,0.5333333333333333
499767,29635,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
499768,29635,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
499770,29635,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
499771,29635,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9,15.0,0.6
499772,29635,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,5,10.0,0.5
499773,29635,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,4,10.0,0.4
499775,29635,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,7,15.0,0.4666666666666667
499776,29635,Bb Clarinet,Scales-G,Major Scales,G,6,8.0,0.75
499777,29635,Bb Clarinet,Scales-C,Major Scales,C,4,8.0,0.5
499778,29635,Bb Clarinet,Scales-F,Major Scales,F,3,8.0,0.375
499779,29635,Bb Clarinet,Scales-Bb,Major Scales,Bb,5,8.0,0.625
499780,29635,Bb Clarinet,Scales-Eb,Major Scales,Eb,3,8.0,0.375
499781,29635,Bb Clarinet,Scales-Ab,Major Scales,Ab,2,8.0,0.25
499782,29635,Bb Clarinet,Scales-Db,Major Scales,Db,3,8.0,0.375
499786,29635,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6,10.0,0.6
499787,29635,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
499788,29635,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
499789,29635,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
499822,29825,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
499823,29825,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8,15.0,0.5333333333333333
499824,29825,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
499825,29825,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
499827,29825,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",9,20.0,0.45
499828,29825,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,5,15.0,0.3333333333333333
499829,29825,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7,10.0,0.7
499830,29825,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5,10.0,0.5
499832,29825,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
499833,29825,Bb Clarinet,Scales-G,Major Scales,G,3,8.0,0.375
499834,29825,Bb Clarinet,Scales-C,Major Scales,C,3,8.0,0.375
499835,29825,Bb Clarinet,Scales-F,Major Scales,F,3,8.0,0.375
499836,29825,Bb Clarinet,Scales-Bb,Major Scales,Bb,3,8.0,0.375
499837,29825,Bb Clarinet,Scales-Eb,Major Scales,Eb,3,8.0,0.375
499838,29825,Bb Clarinet,Scales-Ab,Major Scales,Ab,4,8.0,0.5
499839,29825,Bb Clarinet,Scales-Db,Major Scales,Db,2,8.0,0.25
499843,29825,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5,10.0,0.5
499844,29825,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,8,10.0,0.8
499845,29825,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",7,10.0,0.7
499846,29825,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
499848,29855,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",6,20.0,0.3
499849,29855,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,5,15.0,0.3333333333333333
499850,29855,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,6,10.0,0.6
499851,29855,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
499853,29855,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",4,20.0,0.2
499854,29855,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,4,15.0,0.26666666666666666
499855,29855,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,4,10.0,0.4
499856,29855,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,5,10.0,0.5
499858,29855,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,6,15.0,0.4
499859,29855,Bb Clarinet,Scales-G,Major Scales,G,2,8.0,0.25
499860,29855,Bb Clarinet,Scales-C,Major Scales,C,2,8.0,0.25
499861,29855,Bb Clarinet,Scales-F,Major Scales,F,1,8.0,0.125
499862,29855,Bb Clarinet,Scales-Bb,Major Scales,Bb,2,8.0,0.25
499863,29855,Bb Clarinet,Scales-Eb,Major Scales,Eb,2,8.0,0.25
499864,29855,Bb Clarinet,Scales-Ab,Major Scales,Ab,1,8.0,0.125
499865,29855,Bb Clarinet,Scales-Db,Major Scales,Db,2,8.0,0.25
499869,29855,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,1,10.0,0.1
499870,29855,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,1,10.0,0.1
499871,29855,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
499872,29855,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
500029,29872,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",18,20.0,0.9
500030,29872,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,14,15.0,0.9333333333333333
500031,29872,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,10,10.0,1.0
500032,29872,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,10,10.0,1.0
500034,29872,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",17,20.0,0.85
500035,29872,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,13,15.0,0.8666666666666667
500036,29872,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9,10.0,0.9
500037,29872,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
500039,29872,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,15,15.0,1.0
500040,29872,Bb Clarinet,Scales-G,Major Scales,G,5,8.0,0.625
500041,29872,Bb Clarinet,Scales-C,Major Scales,C,5,8.0,0.625
500042,29872,Bb Clarinet,Scales-F,Major Scales,F,7,8.0,0.875
500043,29872,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
500044,29872,Bb Clarinet,Scales-Eb,Major Scales,Eb,7,8.0,0.875
500045,29872,Bb Clarinet,Scales-Ab,Major Scales,Ab,4,8.0,0.5
500046,29872,Bb Clarinet,Scales-Db,Major Scales,Db,4,8.0,0.5
500050,29872,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,7,10.0,0.7
500051,29872,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
500052,29872,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",6,10.0,0.6
500053,29872,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
500107,29890,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
500108,29890,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9,15.0,0.6
500109,29890,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
500110,29890,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
500112,29890,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
500113,29890,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,6,15.0,0.4
500114,29890,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7,10.0,0.7
500115,29890,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
500117,29890,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
500118,29890,Bb Clarinet,Scales-G,Major Scales,G,2,8.0,0.25
500119,29890,Bb Clarinet,Scales-C,Major Scales,C,2,8.0,0.25
500120,29890,Bb Clarinet,Scales-F,Major Scales,F,4,8.0,0.5
500121,29890,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
500122,29890,Bb Clarinet,Scales-Eb,Major Scales,Eb,5,8.0,0.625
500123,29890,Bb Clarinet,Scales-Ab,Major Scales,Ab,4,8.0,0.5
500124,29890,Bb Clarinet,Scales-Db,Major Scales,Db,2,8.0,0.25
500128,29890,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6,10.0,0.6
500129,29890,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,5,10.0,0.5
500130,29890,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",4,10.0,0.4
500131,29890,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
500205,29919,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
500206,29919,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8,15.0,0.5333333333333333
500207,29919,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
500208,29919,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
500210,29919,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
500211,29919,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8,15.0,0.5333333333333333
500212,29919,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9,10.0,0.9
500213,29919,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6,10.0,0.6
500215,29919,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,10,15.0,0.6666666666666666
500216,29919,Bb Clarinet,Scales-G,Major Scales,G,3,8.0,0.375
500217,29919,Bb Clarinet,Scales-C,Major Scales,C,2,8.0,0.25
500218,29919,Bb Clarinet,Scales-F,Major Scales,F,2,8.0,0.25
500219,29919,Bb Clarinet,Scales-Bb,Major Scales,Bb,2,8.0,0.25
500220,29919,Bb Clarinet,Scales-Eb,Major Scales,Eb,1,8.0,0.125
500221,29919,Bb Clarinet,Scales-Ab,Major Scales,Ab,1,8.0,0.125
500222,29919,Bb Clarinet,Scales-Db,Major Scales,Db,0,8.0,0.0
500226,29919,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,1,10.0,0.1
500227,29919,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,0,10.0,0.0
500228,29919,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
500229,29919,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
500298,30027,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",14,20.0,0.7
500299,30027,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10,15.0,0.6666666666666666
500300,30027,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
500301,30027,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
500303,30027,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
500304,30027,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9,15.0,0.6
500305,30027,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7,10.0,0.7
500306,30027,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
500308,30027,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
500309,30027,Bb Clarinet,Scales-G,Major Scales,G,4,8.0,0.5
500310,30027,Bb Clarinet,Scales-C,Major Scales,C,4,8.0,0.5
500311,30027,Bb Clarinet,Scales-F,Major Scales,F,4,8.0,0.5
500312,30027,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
500313,30027,Bb Clarinet,Scales-Eb,Major Scales,Eb,5,8.0,0.625
500314,30027,Bb Clarinet,Scales-Ab,Major Scales,Ab,5,8.0,0.625
500315,30027,Bb Clarinet,Scales-Db,Major Scales,Db,4,8.0,0.5
500319,30027,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6,10.0,0.6
500320,30027,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
500321,30027,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",6,10.0,0.6
500322,30027,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
500360,30134,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
500361,30134,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7,15.0,0.4666666666666667
500362,30134,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
500363,30134,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
500365,30134,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
500366,30134,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7,15.0,0.4666666666666667
500367,30134,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8,10.0,0.8
500368,30134,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
500370,30134,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,8,15.0,0.5333333333333333
500371,30134,Bb Clarinet,Scales-G,Major Scales,G,3,8.0,0.375
500372,30134,Bb Clarinet,Scales-C,Major Scales,C,3,8.0,0.375
500373,30134,Bb Clarinet,Scales-F,Major Scales,F,6,8.0,0.75
500374,30134,Bb Clarinet,Scales-Bb,Major Scales,Bb,3,8.0,0.375
500375,30134,Bb Clarinet,Scales-Eb,Major Scales,Eb,2,8.0,0.25
500376,30134,Bb Clarinet,Scales-Ab,Major Scales,Ab,3,8.0,0.375
500377,30134,Bb Clarinet,Scales-Db,Major Scales,Db,2,8.0,0.25
500381,30134,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2,10.0,0.2
500382,30134,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,1,10.0,0.1
500383,30134,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
500384,30134,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
500418,30143,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
500419,30143,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9,15.0,0.6
500420,30143,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
500421,30143,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
500423,30143,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",8,20.0,0.4
500424,30143,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,5,15.0,0.3333333333333333
500425,30143,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8,10.0,0.8
500426,30143,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
500428,30143,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,9,15.0,0.6
500429,30143,Bb Clarinet,Scales-G,Major Scales,G,3,8.0,0.375
500430,30143,Bb Clarinet,Scales-C,Major Scales,C,4,8.0,0.5
500431,30143,Bb Clarinet,Scales-F,Major Scales,F,5,8.0,0.625
500432,30143,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
500433,30143,Bb Clarinet,Scales-Eb,Major Scales,Eb,3,8.0,0.375
500434,30143,Bb Clarinet,Scales-Ab,Major Scales,Ab,4,8.0,0.5
500435,30143,Bb Clarinet,Scales-Db,Major Scales,Db,3,8.0,0.375
500439,30143,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2,10.0,0.2
500440,30143,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
500441,30143,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
500442,30143,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
500525,30170,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",14,20.0,0.7
500526,30170,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10,15.0,0.6666666666666666
500527,30170,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
500528,30170,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
500530,30170,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",15,20.0,0.75
500531,30170,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,11,15.0,0.7333333333333333
500532,30170,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8,10.0,0.8
500533,30170,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,10,10.0,1.0
500535,30170,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,14,15.0,0.9333333333333333
500536,30170,Bb Clarinet,Scales-G,Major Scales,G,4,8.0,0.5
500537,30170,Bb Clarinet,Scales-C,Major Scales,C,4,8.0,0.5
500538,30170,Bb Clarinet,Scales-F,Major Scales,F,8,8.0,1.0
500539,30170,Bb Clarinet,Scales-Bb,Major Scales,Bb,5,8.0,0.625
500540,30170,Bb Clarinet,Scales-Eb,Major Scales,Eb,7,8.0,0.875
500541,30170,Bb Clarinet,Scales-Ab,Major Scales,Ab,4,8.0,0.5
500542,30170,Bb Clarinet,Scales-Db,Major Scales,Db,4,8.0,0.5
500546,30170,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,9,10.0,0.9
500547,30170,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
500548,30170,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",7,10.0,0.7
500549,30170,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3,5.0,0.6
500552,31185,Alto Saxophone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",6,20.0,0.3
500553,31185,Alto Saxophone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,5,15.0,0.3333333333333333
500554,31185,Alto Saxophone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
500555,31185,Alto Saxophone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7,10.0,0.7
500557,31185,Alto Saxophone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
500558,31185,Alto Saxophone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,6,15.0,0.4
500559,31185,Alto Saxophone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6,10.0,0.6
500560,31185,Alto Saxophone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7,10.0,0.7
500562,31185,Alto Saxophone,Scales-Chromatic,Chromatic Scale,Chromatic Scale,8,15.0,0.5333333333333333
500563,31185,Alto Saxophone,Scales-G,Major Scales,G,4,8.0,0.5
500564,31185,Alto Saxophone,Scales-C,Major Scales,C,0,8.0,0.0
500565,31185,Alto Saxophone,Scales-F,Major Scales,F,2,8.0,0.25
500566,31185,Alto Saxophone,Scales-Bb,Major Scales,Bb,0,8.0,0.0
500567,31185,Alto Saxophone,Scales-Eb,Major Scales,Eb,2,8.0,0.25
